 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0202     0B      F    1   00111101 1111                                      
 0203     0C      F    1   00111101 1111                                      
 0204     01      0    1   00111101 1111                                      
 0205     02      0    1   00111101 1111                                      
 0206     03      0    1   00111101 1111                                      
 0207     04      0    1   00111101 1111                                      
 0208     05      0    1   00111101 1111                                      
 0209     06      8    1   00111101 1111                                      
 0210     07      0    1   00111101 1111                                      
 0211     08      0    1   00111101 1111                                      
 0212     09      0    1   11111101 1111                                      
 0213     0A      0    1   11111101 1111                                      
 0214     0B      0    1   11111101 1111                                      
 0215     0C      0    1   11111101 1111                                      
 0216     03      F    0   11111110 1111                                      
 0217     04      F    0   11111110 1111                                      
 0218     05      F    0   11111110 1111                                      
 0219     06      F    0   11111110 1111                                      
 0220     07      F    0   11111110 1111                                      
 0221     08      F    0   11111110 1111                                      
 0222     09      F    0   11111110 1111                                      
 0223     0A      F    0   11111110 1111                                      
 0224     0B      F    0   11111110 1111                                      
 0225     0C      F    0   11111110 1111                                      
 0226     01      0    0   00111110 1111                                      
 0227     02      0    0   00111110 1111                                      
 0228     03      0    0   00111110 1111                                      
 0229     04      0    0   00111110 1111                                      
 0230     05      0    0   00111110 1111                                      
 0231     06      0    0   00111110 1111                                      
 0232     07      0    0   00111110 1111                                      
 0233     08      0    0   00111110 1111                                      
 0234     09      0    0   00111110 1111                                      
 0235     0A      8    0   00111110 1111                                      
 0236     0B      0    0   00111110 1111                                      
 0237     0C      0    0   00111110 1111                                      
 0238     03      F    0   00111110 1111                                      
 0239     04      F    0   00111110 1111                                      
 0240     05      F    0   00111110 1111                                      
 0241     06      F    0   00111110 1111                                      
 0242     07      F    0   00111110 1111                                      
 0243     08      F    0   00111110 1111                                      
 0244     09      F    0   00111110 1111                                      
 0245     0A      F    0   00111110 1111                                      
 0246     0B      F    0   00111110 1111                                      
 0247     0C      1    0   00111110 1111                                      
 0248     0C      1    0   00111110 1111                                      
 0249     03      0    0   00111110 1111                                      
 0250     04      0    0   00111110 1111                                      
 0251     05      0    0   00111110 1111                                      
 0252     06      0    0   00111110 1111                                      
 0253     07      0    0   00111110 1111                                      
 0254     08      0    0   00111110 1111                                      
 0255     09      0    0   00111110 1111                                      
 0256     0A      0    0   11111110 1111                                      
 0257     0B      0    0   11111110 1111                                      
 0258     0C      5    0   11111110 1111                                      
 0259     03      F    1   11111101 1111                                      
 0260     04      F    1   11111101 1111                                      
 0261     05      F    1   11111101 1111                                      
 0262     06      F    1   11111101 1111                                      
 0263     07      F    1   11111101 1111                                      
 0264     08      F    1   11111101 1111                                      
 0265     09      F    1   11111101 1111                                      
 0266     0A      F    1   11111101 1111                                      
 0267     0B      F    1   11111101 1111                                      
 0268     0C      1    1   11111101 1111                                      
 0269     01      0    1   00111101 1111                                      
 0270     02      0    1   00111101 1111                                      
 0271     03      0    1   00111101 1111                                      
 0272     04      0    1   00111101 1111                                      
 0273     05      0    1   00111101 1111                                      
 0274     06      8    1   00111101 1111                                      
 0275     07      0    1   00111101 1111                                      
 0276     08      0    1   00111101 1111                                      
 0277     09      0    1   00111101 1111                                      
 0278     0A      0    1   00111101 1111                                      
 0279     0B      0    1   00111101 1111                                      
 0280     0C      5    1   00111101 1111                                      
 0281     03      F    0   11111110 1111                                      
 0282     04      F    0   11111110 1111                                      
 0283     05      F    0   11111110 1111                                      
 0284     06      F    0   11111110 1111                                      
 0285     07      F    0   11111110 1111                                      
 0286     08      F    0   11111110 1111                                      
 0287     09      F    0   11111110 1111                                      
 0288     0A      F    0   11111110 1111                                      
 0289     0B      F    0   11111110 1111                                      
 0290     0C      F    0   11111110 1111                                      
 0291     01      0    0   11111110 1111                                      
 0292     02      0    0   11111110 1111                                      
 0293     03      0    0   11111110 1111                                      
 0294     04      0    0   11111110 1111                                      
 0295     05      0    0   11111110 1111                                      
 0296     06      0    0   11111110 1111                                      
 0297     07      0    0   11111110 1111                                      
 0298     08      0    0   11111110 1111                                      
 0299     09      0    0   11111110 1111                                      
 0300     0A      8    0   11111110 1111                                      
 0301     0B      0    0   11111110 1111                                      
 0302     0C      0    0   00111110 1111                                      
 0303     03      F    0   11111110 1111                                      
 0304     04      F    0   11111110 1111                                      
 0305     05      F    0   11111110 1111                                      
 0306     06      F    0   11111110 1111                                      
 0307     07      F    0   11111110 1111                                      
 0308     08      F    0   11111110 1111                                      
 0309     09      F    0   11111110 1111                                      
 0310     0A      F    0   11111110 1111                                      
 0311     0B      4    0   11111110 1111                                      
 0312     0C      1    0   11111110 1111                                      
 0313     03      0    0   11111110 1111                                      
 0314     04      0    0   00111110 1111                                      
 0315     05      0    0   00111110 1111                                      
 0316     06      0    0   00111110 1111                                      
 0317     07      0    0   00111110 1111                                      
 0318     08      0    0   00111110 1111                                      
 0319     09      0    0   00111110 1111                                      
 0320     0A      0    0   00111110 1111                                      
 0321     0B      4    0   00111110 1111                                      
 0322     0C      5    0   00111110 1111                                      
 0323     03      F    1   00111101 1111                                      
 0324     04      F    1   00111101 1111                                      
 0325     05      F    1   00111101 1111                                      
 0326     06      F    1   00111101 1111                                      
 0327     07      F    1   11111101 1111                                      
 0328     08      F    1   11111101 1111                                      
 0329     09      F    1   11111101 1111                                      
 0330     0A      F    1   11111101 1111                                      
 0331     0B      4    1   11111101 1111                                      
