 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE    
 0640     76      4    0   0        111110 1111                               
 0641     75      4    0   0        111110 1111                               
 0642     74      4    0   0        111110 1111                               
 0643     73      5    0   0        111110 1111                               
 0644     7C      F    1   0        111101 1111                               
 0645     7B      F    1   0        111101 1111                               
 0646     7A      F    1   0        111101 1111                               
 0647     79      F    1   0        111101 1111                               
 0648     78      F    1   0        111101 1111                               
 0649     77      8    1   0        111101 1111                               
 0650     76      3    1   0        111101 1111                               
 0651     75      0    1   0        111101 1111                               
 0652     74      4    1   0        111101 1111                               
 0653     73      1    1   0        111101 1111                               
 0654     7E      0    1   0        111101 1111                               
 0655     7D      0    1   0        111101 1111                               
 0656     7C      0    1   0        111101 1111                               
 0657     7B      0    1   0        111101 1111                               
 0658     7A      0    1   0        111101 1111                               
 0659     79      C    1   0        111101 1111                               
 0660     78      0    1   0        111101 1111                               
 0661     77      5    1   0        111101 1111                               
 0662     76      4    1   0        111101 1111                               
 0663     75      4    1   0        111101 1111                               
 0664     74      4    1   0        111101 1111                               
 0665     73      5    1   0        111101 1111                               
 0666     7C      F    0   0        111110 1111                               
 0667     7B      F    0   0        111110 1111                               
 0668     7A      F    0   0        111110 1111                               
 0669     79      F    0   0        111110 1111                               
 0670     78      F    0   0        111110 1111                               
 0671     77      F    0   0        111110 1111                               
 0672     76      F    0   0        111110 1111                               
 0673     75      F    0   0        111110 1111                               
 0674     74      F    0   0        111110 1111                               
 0675     73      F    0   0        111110 1111                               
 0676     7E      0    0   0        111110 1111                               
 0677     7D      0    0   0        111110 1111                               
 0678     7C      0    0   0        111110 1111                               
