 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0280     09      0    1   11111101 1111                                      
 0281     0A      0    1   11111101 1111                                      
 0282     0B      0    1   11111101 1111                                      
 0283     0C      5    1   11111101 1111                                      
 0284     03      F    0   00111110 1111                                      
 0285     04      F    0   00111110 1111                                      
 0286     05      F    0   00111110 1111                                      
 0287     06      F    0   00111110 1111                                      
 0288     07      F    0   00111110 1111                                      
 0289     08      F    0   00111110 1111                                      
 0290     09      F    0   00111110 1111                                      
 0291     0A      F    0   00111110 1111                                      
 0292     0B      F    0   00111110 1111                                      
 0293     0C      F    0   00111110 1111                                      
 0294     01      0    0   00111110 1111                                      
 0295     02      0    0   00111110 1111                                      
 0296     03      0    0   00111110 1111                                      
 0297     04      0    0   00111110 1111                                      
 0298     05      0    0   00111110 1111                                      
 0299     06      0    0   00111110 1111                                      
 0300     07      0    0   00111110 1111                                      
 0301     08      0    0   00111110 1111                                      
 0302     09      0    0   00111110 1111                                      
 0303     0A      8    0   00111110 1111                                      
 0304     0B      0    0   11111110 1111                                      
 0305     0C      0    0   11111110 1111                                      
 0306     03      F    0   00111110 1111                                      
 0307     04      F    0   00111110 1111                                      
 0308     05      F    0   00111110 1111                                      
 0309     06      F    0   00111110 1111                                      
 0310     07      F    0   00111110 1111                                      
 0311     08      F    0   00111110 1111                                      
 0312     09      F    0   00111110 1111                                      
 0313     0A      F    0   00111110 1111                                      
 0314     0B      4    0   00111110 1111                                      
 0315     0C      1    0   00111110 1111                                      
 0316     03      0    0   11111110 1111                                      
 0317     04      0    0   11111110 1111                                      
 0318     05      0    0   11111110 1111                                      
 0319     06      0    0   11111110 1111                                      
 0320     07      0    0   11111110 1111                                      
 0321     08      0    0   11111110 1111                                      
 0322     09      0    0   11111110 1111                                      
 0323     0A      0    0   11111110 1111                                      
 0324     0B      4    0   11111110 1111                                      
 0325     0C      5    0   11111110 1111                                      
 0326     03      F    1   11111101 1111                                      
 0327     04      F    1   11111101 1111                                      
 0328     05      F    1   11111101 1111                                      
 0329     06      F    1   00111101 1111                                      
 0330     07      F    1   00111101 1111                                      
 0331     08      F    1   00111101 1111                                      
 0332     09      F    1   00111101 1111                                      
 0333     0A      F    1   00111101 1111                                      
 0334     0B      4    1   00111101 1111                                      
 0335     0B      4    1   00111101 1111                                      
 0336     0C      1    1   00111101 1111                                      
 0337     01      0    1   00111101 1111                                      
 0338     02      0    1   00111101 1111                                      
 0339     03      0    1   00111101 1111                                      
 0340     04      8    1   00111101 1111                                      
 0341     05      0    1   00111101 1111                                      
 0342     06      0    1   00111101 1111                                      
 0343     07      0    1   00111101 1111                                      
 0344     08      0    1   00111101 1111                                      
 0345     09      0    1   00111101 1111                                      
 0346     0A      0    1   00111101 1111                                      
 0347     0B      4    1   00111101 1111                                      
 0348     0C      5    1   00111101 1111                                      
 0349     03      F    0   11111110 1111                                      
 0350     04      F    0   11111110 1111                                      
 0351     05      F    0   11111110 1111                                      
 0352     06      F    0   11111110 1111                                      
 0353     07      F    0   11111110 1111                                      
 0354     08      F    0   11111110 1111                                      
 0355     09      F    0   11111110 1111                                      
 0356     0A      F    0   11111110 1111                                      
 0357     0B      F    0   11111110 1111                                      
 0358     0C      F    0   11111110 1111                                      
 0359     01      0    0   11111110 1111                                      
 0360     02      0    0   11111110 1111                                      
 0361     03      0    0   11111110 1111                                      
 0362     04      0    0   11111110 1111                                      
 0363     05      0    0   00111110 1111                                      
 0364     06      0    0   00111110 1111                                      
 0365     07      0    0   00111110 1111                                      
 0366     08      0    0   00111110 1111                                      
 0367     09      0    0   00111110 1111                                      
 0368     0A      8    0   00111110 1111                                      
 0369     0B      0    0   00111110 1111                                      
 0370     0B      0    0   00111110 1111                                      
 0371     0C      0    0   00111110 1111                                      
 0372     03      F    0   11111110 1111                                      
 0373     04      F    0   11111110 1111                                      
 0374     05      F    0   11111110 1111                                      
 0375     06      F    0   11111110 1111                                      
 0376     07      F    0   11111110 1111                                      
 0377     08      F    0   11111110 1111                                      
 0378     09      F    0   11111110 1111                                      
 0379     0A      0    0   11111110 1111                                      
 0380     0B      4    0   11111110 1111                                      
 0381     0C      1    0   11111110 1111                                      
 0382     03      0    0   00111110 1111                                      
 0383     04      0    0   00111110 1111                                      
 0384     05      0    0   00111110 1111                                      
 0385     06      0    0   00111110 1111                                      
 0386     07      0    0   00111110 1111                                      
 0387     08      0    0   00111110 1111                                      
 0388     09      0    0   00111110 1111                                      
 0389     0A      4    0   00111110 1111                                      
 0390     0B      4    0   00111110 1111                                      
 0391     0C      5    0   00111110 1111                                      
 0392     03      F    1   11111101 1111                                      
 0393     04      F    1   11111101 1111                                      
 0394     05      F    1   11111101 1111                                      
 0395     06      F    1   11111101 1111                                      
 0396     07      F    1   11111101 1111                                      
 0397     08      F    1   11111101 1111                                      
 0398     09      F    1   11111101 1111                                      
 0399     0A      0    1   11111101 1111                                      
 0400     0B      4    1   11111101 1111                                      
 0401     0C      1    1   11111101 1111                                      
 0402     01      0    1   11111101 1111                                      
 0403     02      0    1   11111101 1111                                      
 0404     03      0    1   11111101 1111                                      
 0405     04      8    1   11111101 1111                                      
 0406     05      0    1   11111101 1111                                      
 0407     06      0    1   11111101 1111                                      
 0408     07      0    1   11111101 1111                                      
 0409     08      0    1   11111101 1111                                      
 0410     09      0    1   11111101 1111                                      
 0411     0A      4    1   11111101 1111                                      
 0412     0B      4    1   00111101 1111                                      
 0413     0C      5    1   00111101 1111                                      
 0414     03      F    0   00111110 1111                                      
 0415     04      F    0   00111110 1111                                      
 0416     05      F    0   00111110 1111                                      
 0417     06      F    0   00111110 1111                                      
 0418     07      F    0   00111110 1111                                      
 0419     08      F    0   00111110 1111                                      
 0420     09      F    0   00111110 1111                                      
 0421     0A      F    0   00111110 1111                                      
 0422     0B      F    0   00111110 1111                                      
 0423     0C      F    0   00111110 1111                                      
 0424     01      0    0   11111110 1111                                      
 0425     02      0    0   11111110 1111                                      
 0426     03      0    0   11111110 1111                                      
 0427     04      0    0   11111110 1111                                      
 0428     05      0    0   11111110 1111                                      
 0429     06      0    0   11111110 1111                                      
 0430     07      0    0   11111110 1111                                      
 0431     08      0    0   11111110 1111                                      
 0432     09      0    0   11111110 1111                                      
 0433     0A      8    0   11111110 1111                                      
 0434     0B      0    0   11111110 1111                                      
 0435     0B      0    0   11111110 1111                                      
 0436     0C      0    0   11111110 1111                                      
 0437     03      F    0   00111110 1111                                      
 0438     04      F    0   00111110 1111                                      
 0439     05      F    0   00111110 1111                                      
 0440     06      F    0   00111110 1111                                      
 0441     07      F    0   00111110 1111                                      
 0442     08      F    0   00111110 1111                                      
 0443     09      3    0   00111110 1111                                      
 0444     09      3    0   00111110 1111                                      
 0445     0A      0    0   11111110 1111                                      
 0446     0B      4    0   11111110 1111                                      
 0447     0C      1    0   11111110 1111                                      
 0448     03      0    0   11111110 1111                                      
 0449     04      0    0   11111110 1111                                      
 0450     05      0    0   11111110 1111                                      
 0451     06      0    0   11111110 1111                                      
 0452     07      0    0   11111110 1111                                      
 0453     08      0    0   11111110 1111                                      
 0454     09      4    0   11111110 1111                                      
 0455     0A      4    0   11111110 1111                                      
 0456     0B      4    0   11111110 1111                                      
 0457     0C      5    0   11111110 1111                                      
 0458     03      F    1   00111101 1111                                      
 0459     04      F    1   00111101 1111                                      
 0460     05      F    1   00111101 1111                                      
 0461     06      F    1   00111101 1111                                      
 0462     07      F    1   00111101 1111                                      
 0463     08      F    1   00111101 1111                                      
 0464     09      3    1   00111101 1111                                      
 0465     09      3    1   00111101 1111                                      
 0466     0A      0    1   00111101 1111                                      
 0467     0B      4    1   00111101 1111                                      
 0468     0C      1    1   00111101 1111                                      
 0469     01      0    1   00111101 1111                                      
 0470     02      0    1   00111101 1111                                      
 0471     03      0    1   00111101 1111                                      
 0472     04      8    1   00111101 1111                                      
 0473     05      0    1   11111101 1111                                      
 0474     06      0    1   11111101 1111                                      
 0475     07      0    1   11111101 1111                                      
 0476     08      0    1   11111101 1111                                      
 0477     09      4    1   11111101 1111                                      
 0478     0A      4    1   11111101 1111                                      
 0479     0B      4    1   11111101 1111                                      
 0480     0C      5    1   11111101 1111                                      
 0481     03      F    0   11111110 1111                                      
 0482     04      F    0   11111110 1111                                      
 0483     05      F    0   11111110 1111                                      
 0484     06      F    0   11111110 1111                                      
 0485     07      F    0   11111110 1111                                      
 0486     08      F    0   11111110 1111                                      
 0487     09      F    0   11111110 1111                                      
 0488     0A      F    0   11111110 1111                                      
 0489     0B      F    0   11111110 1111                                      
 0490     0C      F    0   11111110 1111                                      
 0491     01      0    0   00111110 1111                                      
 0492     02      0    0   00111110 1111                                      
 0493     03      0    0   00111110 1111                                      
 0494     04      0    0   00111110 1111                                      
 0495     05      0    0   00111110 1111                                      
 0496     06      0    0   00111110 1111                                      
 0497     07      0    0   00111110 1111                                      
 0498     08      0    0   00111110 1111                                      
 0499     09      0    0   00111110 1111                                      
 0500     0A      8    0   00111110 1111                                      
 0501     0B      0    0   00111110 1111                                      
 0502     0C      0    0   00111110 1111                                      
 0503     03      F    0   11111110 1111                                      
 0504     04      F    0   00111110 1111                                      
 0505     05      F    0   00111110 1111                                      
 0506     06      F    0   00111110 1111                                      
 0507     07      F    0   00111110 1111                                      
 0508     08      8    0   00111110 1111                                      
 0509     09      3    0   00111110 1111                                      
 0510     0A      0    0   00111110 1111                                      
 0511     0B      4    0   00111110 1111                                      
 0512     0C      1    0   00111110 1111                                      
 0513     03      0    0   00111110 1111                                      
 0514     04      0    0   00111110 1111                                      
 0515     05      0    0   00111110 1111                                      
 0516     06      0    0   00111110 1111                                      
 0517     07      0    0   00111110 1111                                      
 0518     08      5    0   00111110 1111                                      
 0519     09      4    0   00111110 1111                                      
 0520     0A      4    0   00111110 1111                                      
 0521     0B      4    0   00111110 1111                                      
 0522     0C      5    0   00111110 1111                                      
 0523     03      F    1   11111101 1111                                      
 0524     04      F    1   11111101 1111                                      
 0525     05      F    1   11111101 1111                                      
 0526     06      F    1   11111101 1111                                      
 0527     07      F    1   11111101 1111                                      
 0528     08      8    1   11111101 1111                                      
 0529     09      3    1   11111101 1111                                      
 0530     0A      0    1   11111101 1111                                      
 0531     0B      4    1   11111101 1111                                      
 0532     0C      1    1   11111101 1111                                      
 0533     01      0    1   00111101 1111                                      
 0534     02      0    1   00111101 1111                                      
 0535     03      0    1   00111101 1111                                      
 0536     04      8    1   00111101 1111                                      
 0537     05      0    1   00111101 1111                                      
 0538     06      0    1   00111101 1111                                      
 0539     07      0    1   00111101 1111                                      
 0540     08      5    1   00111101 1111                                      
 0541     09      4    1   00111101 1111                                      
 0542     0A      4    1   00111101 1111                                      
 0543     0B      4    1   00111101 1111                                      
 0544     0C      5    1   00111101 1111                                      
 0545     03      F    0   00111110 1111                                      
 0546     04      F    0   00111110 1111                                      
 0547     05      F    0   00111110 1111                                      
 0548     06      F    0   00111110 1111                                      
 0549     07      F    0   00111110 1111                                      
 0550     08      F    0   00111110 1111                                      
 0551     09      F    0   00111110 1111                                      
 0552     0A      F    0   00111110 1111                                      
 0553     0B      F    0   11111110 1111                                      
 0554     0C      F    0   11111110 1111                                      
 0555     01      0    0   11111110 1111                                      
 0556     02      0    0   11111110 1111                                      
 0557     03      0    0   11111110 1111                                      
 0558     04      0    0   11111110 1111                                      
 0559     05      0    0   11111110 1111                                      
 0560     06      0    0   11111110 1111                                      
 0561     07      0    0   11111110 1111                                      
 0562     08      0    0   11111110 1111                                      
 0563     09      0    0   11111110 1111                                      
 0564     0A      8    0   11111110 1111                                      
 0565     0B      0    0   11111110 1111                                      
 0566     0B      0    0   11111110 1111                                      
 0567     0C      0    0   11111110 1111                                      
 0568     03      F    0   11111110 1111                                      
 0569     04      F    0   11111110 1111                                      
 0570     05      F    0   11111110 1111                                      
 0571     06      F    0   11111110 1111                                      
 0572     07      F    0   11111110 1111                                      
 0573     08      8    0   11111110 1111                                      
 0574     09      0    0   11111110 1111                                      
 0575     09      3    0   11111110 1111                                      
 0576     0A      0    0   11111110 1111                                      
 0577     0B      4    0   11111110 1111                                      
 0578     0C      1    0   11111110 1111                                      
 0579     03      0    0   11111110 1111                                      
 0580     04      0    0   11111110 1111                                      
 0581     05      0    0   11111110 1111                                      
 0582     06      0    0   11111110 1111                                      
 0583     07      0    0   11111110 1111                                      
 0584     08      5    0   11111110 1111                                      
 0585     09      4    0   11111110 1111                                      
 0586     0A      4    0   11111110 1111                                      
 0587     0B      4    0   11111110 1111                                      
 0588     0C      5    0   11111110 1111                                      
 0589     03      F    1   00111101 1111                                      
 0590     04      F    1   00111101 1111                                      
 0591     05      F    1   00111101 1111                                      
 0592     06      F    1   00111101 1111                                      
 0593     07      F    1   00111101 1111                                      
 0594     08      8    1   00111101 1111                                      
 0595     08      8    1   00111101 1111                                      
 0596     09      0    1   00111101 1111                                      
 0597     09      3    1   00111101 1111                                      
 0598     0A      0    1   00111101 1111                                      
 0599     0B      4    1   00111101 1111                                      
 0600     0C      1    1   00111101 1111                                      
 0601     01      0    1   11111101 1111                                      
 0602     02      0    1   11111101 1111                                      
 0603     03      0    1   11111101 1111                                      
 0604     04      8    1   11111101 1111                                      
 0605     05      0    1   11111101 1111                                      
 0606     06      0    1   11111101 1111                                      
 0607     07      0    1   11111101 1111                                      
 0608     08      5    1   11111101 1111                                      
 0609     09      4    1   11111101 1111                                      
 0610     0A      4    1   11111101 1111                                      
 0611     0B      4    1   11111101 1111                                      
 0612     0C      5    1   11111101 1111                                      
 0613     03      F    0   11111110 1111                                      
 0614     04      F    0   11111110 1111                                      
 0615     05      F    0   00111110 1111                                      
 0616     06      F    0   00111110 1111                                      
 0617     07      F    0   00111110 1111                                      
 0618     08      F    0   00111110 1111                                      
 0619     09      F    0   00111110 1111                                      
 0620     0A      F    0   00111110 1111                                      
 0621     0B      F    0   00111110 1111                                      
 0622     0C      F    0   00111110 1111                                      
 0623     01      0    0   00111110 1111                                      
 0624     02      0    0   00111110 1111                                      
 0625     03      0    0   00111110 1111                                      
 0626     04      0    0   00111110 1111                                      
 0627     05      0    0   00111110 1111                                      
 0628     06      0    0   00111110 1111                                      
 0629     07      0    0   00111110 1111                                      
 0630     08      0    0   00111110 1111                                      
 0631     09      0    0   00111110 1111                                      
 0632     0A      8    0   00111110 1111                                      
 0633     0B      0    0   00111110 1111                                      
 0634     0C      0    0   00111110 1111                                      
 0635     03      F    0   00111110 1111                                      
 0636     04      F    0   00111110 1111                                      
 0637     05      F    0   00111110 1111                                      
 0638     06      F    0   00111110 1111                                      
 0639     07      F    0   00111110 1111                                      
 0640     08      8    0   00111110 1111                                      
 0641     09      0    0   00111110 1111                                      
 0642     09      3    0   00111110 1111                                      
 0643     0A      0    0   00111110 1111                                      
 0644     0B      4    0   00111110 1111                                      
 0645     0C      1    0   00111110 1111                                      
 0646     03      0    0   00111110 1111                                      
 0647     04      0    0   00111110 1111                                      
 0648     05      0    0   00111110 1111                                      
 0649     06      4    0   00111110 1111                                      
 0650     07      0    0   00111110 1111                                      
 0651     08      5    0   11111110 1111                                      
 0652     09      4    0   11111110 1111                                      
 0653     0A      4    0   11111110 1111                                      
 0654     0B      4    0   11111110 1111                                      
 0655     0C      5    0   11111110 1111                                      
 0656     03      F    1   11111101 1111                                      
 0657     04      F    1   11111101 1111                                      
 0658     05      F    1   11111101 1111                                      
 0659     06      F    1   11111101 1111                                      
 0660     07      F    1   11111101 1111                                      
 0661     08      8    1   11111101 1111                                      
 0662     09      3    1   11111101 1111                                      
 0663     0A      0    1   11111101 1111                                      
 0664     0B      4    1   00111101 1111                                      
 0665     0C      1    1   00111101 1111                                      
 0666     01      0    1   00111101 1111                                      
 0667     02      0    1   00111101 1111                                      
 0668     03      0    1   00111101 1111                                      
 0669     04      8    1   00111101 1111                                      
 0670     05      0    1   00111101 1111                                      
 0671     06      4    1   00111101 1111                                      
 0672     07      0    1   00111101 1111                                      
 0673     08      5    1   00111101 1111                                      
 0674     09      4    1   00111101 1111                                      
 0675     0A      4    1   00111101 1111                                      
 0676     0B      4    1   00111101 1111                                      
 0677     0C      5    1   00111101 1111                                      
 0678     03      F    0   11111110 1111                                      
 0679     04      F    0   11111110 1111                                      
 0680     05      F    0   11111110 1111                                      
 0681     06      F    0   11111110 1111                                      
 0682     07      F    0   11111110 1111                                      
 0683     08      F    0   11111110 1111                                      
