 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE    
 0320     73      5    0   111110 1111                                        
 0321     7C      F    1   111101 1111                                        
 0322     7B      F    1   111101 1111                                        
 0323     7A      F    1   111101 1111                                        
 0324     79      F    1   111101 1111                                        
 0325     78      F    1   111101 1111                                        
 0326     77      F    1   111101 1111                                        
 0327     76      F    1   111101 1111                                        
 0328     75      F    1   111101 1111                                        
 0329     74      4    1   111101 1111                                        
 0330     73      1    1   111101 1111                                        
 0331     7E      0    1   111101 1111                                        
 0332     7D      0    1   111101 1111                                        
 0333     7C      0    1   111101 1111                                        
 0334     7B      0    1   111101 1111                                        
 0335     7A      0    1   111101 1111                                        
 0336     79      8    1   111101 1111                                        
 0337     78      0    1   111101 1111                                        
 0338     77      0    1   111101 1111                                        
 0339     76      0    1   111101 1111                                        
 0340     75      0    1   111101 1111                                        
 0341     74      4    1   111101 1111                                        
 0342     73      5    1   111101 1111                                        
 0343     7C      F    0   111110 1111                                        
 0344     7B      F    0   111110 1111                                        
 0345     7A      F    0   111110 1111                                        
 0346     79      F    0   111110 1111                                        
 0347     78      F    0   111110 1111                                        
 0348     77      F    0   111110 1111                                        
 0349     76      F    0   111110 1111                                        
 0350     75      F    0   111110 1111                                        
 0351     74      F    0   111110 1111                                        
 0352     73      F    0   111110 1111                                        
 0353     7E      0    0   111110 1111                                        
 0354     7D      0    0   111110 1111                                        
 0355     7C      0    0   111110 1111                                        
 0356     7B      0    0   111110 1111                                        
 0357     7A      0    0   111110 1111                                        
 0358     79      0    0   111110 1111                                        
 0359     78      0    0   111110 1111                                        
 0360     77      0    0   111110 1111                                        
 0361     76      0    0   111110 1111                                        
 0362     75      8    0   111110 1111                                        
 0363     74      0    0   111110 1111                                        
 0364     73      0    0   111110 1111                                        
 0365     7C      F    0   111110 1111                                        
 0366     7B      F    0   111110 1111                                        
 0367     7A      F    0   111110 1111                                        
 0368     79      F    0   111110 1111                                        
 0369     78      F    0   111110 1111                                        
 0370     77      F    0   111110 1111                                        
 0371     76      F    0   111110 1111                                        
 0372     75      0    0   111110 1111                                        
 0373     75      0    0   111110 1111                                        
 0374     74      4    0   111110 1111                                        
 0375     73      1    0   111110 1111                                        
 0376     7C      0    0   111110 1111                                        
 0377     7B      0    0   111110 1111                                        
 0378     7A      0    0   111110 1111                                        
 0379     79      0    0   111110 1111                                        
 0380     78      0    0   111110 1111                                        
 0381     77      0    0   111110 1111                                        
 0382     76      0    0   111110 1111                                        
 0383     75      4    0   111110 1111                                        
 0384     74      4    0   111110 1111                                        
 0385     73      5    0   111110 1111                                        
 0386     7C      F    1   111101 1111                                        
 0387     7B      F    1   111101 1111                                        
 0388     7A      F    1   111101 1111                                        
 0389     79      F    1   111101 1111                                        
 0390     78      F    1   111101 1111                                        
 0391     77      F    1   111101 1111                                        
 0392     76      F    1   111101 1111                                        
 0393     75      0    1   111101 1111                                        
 0394     74      4    1   111101 1111                                        
 0395     73      1    1   111101 1111                                        
 0396     7E      0    1   111101 1111                                        
 0397     7D      0    1   111101 1111                                        
 0398     7C      0    1   111101 1111                                        
 0399     7B      0    1   111101 1111                                        
 0400     7A      0    1   111101 1111                                        
 0401     79      8    1   111101 1111                                        
 0402     78      0    1   111101 1111                                        
 0403     77      0    1   111101 1111                                        
 0404     76      0    1   111101 1111                                        
 0405     75      4    1   111101 1111                                        
 0406     74      4    1   111101 1111                                        
 0407     73      5    1   111101 1111                                        
 0408     7C      F    0   111110 1111                                        
 0409     7B      F    0   111110 1111                                        
 0410     7A      F    0   111110 1111                                        
 0411     79      F    0   111110 1111                                        
 0412     78      F    0   111110 1111                                        
 0413     77      F    0   111110 1111                                        
 0414     76      F    0   111110 1111                                        
 0415     75      F    0   111110 1111                                        
 0416     74      F    0   111110 1111                                        
 0417     73      F    0   111110 1111                                        
 0418     7E      0    0   111110 1111                                        
 0419     7D      0    0   111110 1111                                        
 0420     7C      0    0   111110 1111                                        
 0421     7B      0    0   111110 1111                                        
 0422     7A      0    0   111110 1111                                        
 0423     79      0    0   111110 1111                                        
 0424     78      0    0   111110 1111                                        
 0425     77      0    0   111110 1111                                        
 0426     76      0    0   111110 1111                                        
 0427     75      8    0   111110 1111                                        
 0428     74      0    0   111110 1111                                        
 0429     73      0    0   111110 1111                                        
 0430     7C      F    0   111110 1111                                        
 0431     7B      F    0   111110 1111                                        
 0432     7A      F    0   111110 1111                                        
 0433     79      F    0   111110 1111                                        
 0434     78      F    0   111110 1111                                        
 0435     77      F    0   111110 1111                                        
 0436     76      3    0   111110 1111                                        
 0437     75      0    0   111110 1111                                        
