 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE    
 0181     73      0    0   0        111110 1111                               
 0182     7C      F    0   0        111110 1111                               
 0183     7B      F    0   0        111110 1111                               
 0184     7A      F    0   0        111110 1111                               
 0185     79      F    0   0        111110 1111                               
 0186     78      F    0   0        111110 1111                               
 0187     77      F    0   0        111110 1111                               
 0188     76      F    0   0        111110 1111                               
 0189     75      F    0   0        111110 1111                               
 0190     74      F    0   0        111110 1111                               
 0191     73      F    0   0        111110 1111                               
 0192     7C      F    1   0        111101 1111                               
 0193     7B      F    1   0        111101 1111                               
 0194     7A      F    1   0        111101 1111                               
 0195     79      F    1   0        111101 1111                               
 0196     78      F    1   0        111101 1111                               
 0197     77      F    1   0        111101 1111                               
 0198     76      F    1   0        111101 1111                               
 0199     75      F    1   0        111101 1111                               
 0200     74      F    1   0        111101 1111                               
 0201     73      F    1   0        111101 1111                               
 0202     7E      0    1   0        111101 1111                               
 0203     7D      0    1   0        111101 1111                               
 0204     7C      0    1   0        111101 1111                               
 0205     7B      0    1   0        111101 1111                               
 0206     7A      0    1   0        111101 1111                               
 0207     79      8    1   0        111101 1111                               
 0208     78      0    1   0        111101 1111                               
 0209     77      0    1   0        111101 1111                               
 0210     76      0    1   0        111101 1111                               
 0211     75      0    1   0        111101 1111                               
 0212     74      0    1   0        111101 1111                               
 0213     73      0    1   0        111101 1111                               
 0214     7C      F    0   0        111110 1111                               
 0215     7B      F    0   0        111110 1111                               
 0216     7A      F    0   0        111110 1111                               
 0217     79      F    0   0        111110 1111                               
 0218     78      F    0   0        111110 1111                               
 0219     77      F    0   0        111110 1111                               
 0220     76      F    0   0        111110 1111                               
 0221     75      F    0   0        111110 1111                               
 0222     74      F    0   0        111110 1111                               
 0223     73      F    0   0        111110 1111                               
 0224     7E      0    0   0        111110 1111                               
 0225     7D      0    0   0        111110 1111                               
 0226     7C      0    0   0        111110 1111                               
 0227     7B      0    0   0        111110 1111                               
 0228     7A      0    0   0        111110 1111                               
 0229     79      0    0   0        111110 1111                               
 0230     78      0    0   0        111110 1111                               
 0231     77      0    0   0        111110 1111                               
 0232     76      0    0   0        111110 1111                               
 0233     75      8    0   0        111110 1111                               
 0234     74      0    0   0        111110 1111                               
 0235     73      0    0   0        111110 1111                               
 0236     7C      F    0   0        111110 1111                               
 0237     7B      F    0   0        111110 1111                               
 0238     7A      F    0   0        111110 1111                               
 0239     79      F    0   0        111110 1111                               
 0240     78      F    0   0        111110 1111                               
 0241     77      F    0   0        111110 1111                               
 0242     76      F    0   0        111110 1111                               
 0243     75      F    0   0        111110 1111                               
 0244     74      F    0   0        111110 1111                               
 0245     73      1    0   0        111110 1111                               
 0246     7C      0    0   0        111110 1111                               
 0247     7B      0    0   0        111110 1111                               
 0248     7A      0    0   0        111110 1111                               
 0249     79      0    0   0        111110 1111                               
 0250     78      0    0   0        111110 1111                               
 0251     77      0    0   0        111110 1111                               
 0252     76      0    0   0        111110 1111                               
 0253     75      0    0   0        111110 1111                               
 0254     74      0    0   0        111110 1111                               
 0255     73      5    0   0        111110 1111                               
 0256     7C      F    1   0        111101 1111                               
 0257     7B      F    1   0        111101 1111                               
 0258     7A      F    1   0        111101 1111                               
 0259     79      F    1   0        111101 1111                               
 0260     78      F    1   0        111101 1111                               
 0261     77      F    1   0        111101 1111                               
 0262     76      F    1   0        111101 1111                               
 0263     75      F    1   0        111101 1111                               
 0264     74      F    1   0        111101 1111                               
 0265     73      1    1   0        111101 1111                               
 0266     7E      0    1   0        111101 1111                               
 0267     7D      0    1   0        111101 1111                               
 0268     7C      0    1   0        111101 1111                               
 0269     7B      0    1   0        111101 1111                               
 0270     7A      0    1   0        111101 1111                               
 0271     79      8    1   0        111101 1111                               
 0272     78      0    1   0        111101 1111                               
 0273     77      0    1   0        111101 1111                               
 0274     76      0    1   0        111101 1111                               
 0275     75      0    1   0        111101 1111                               
 0276     74      0    1   0        111101 1111                               
 0277     73      5    1   0        111101 1111                               
 0278     7C      F    0   0        111110 1111                               
 0279     7B      F    0   0        111110 1111                               
 0280     7A      F    0   0        111110 1111                               
 0281     79      F    0   0        111110 1111                               
 0282     78      F    0   0        111110 1111                               
 0283     77      F    0   0        111110 1111                               
 0284     76      F    0   0        111110 1111                               
 0285     75      F    0   0        111110 1111                               
 0286     74      F    0   0        111110 1111                               
 0287     73      F    0   0        111110 1111                               
 0288     7E      0    0   0        111110 1111                               
 0289     7D      0    0   0        111110 1111                               
 0290     7C      0    0   0        111110 1111                               
 0291     7B      0    0   0        111110 1111                               
 0292     7A      0    0   0        111110 1111                               
 0293     79      0    0   0        111110 1111                               
 0294     78      0    0   0        111110 1111                               
 0295     77      0    0   0        111110 1111                               
 0296     76      0    0   0        111110 1111                               
 0297     75      8    0   0        111110 1111                               
 0298     74      0    0   0        111110 1111                               
 0299     73      0    0   0        111110 1111                               
 0300     7C      F    0   0        111110 1111                               
 0301     7B      F    0   0        111110 1111                               
 0302     7A      F    0   0        111110 1111                               
 0303     79      F    0   0        111110 1111                               
 0304     78      F    0   0        111110 1111                               
 0305     77      F    0   0        111110 1111                               
 0306     76      F    0   0        111110 1111                               
 0307     75      F    0   0        111110 1111                               
 0308     74      4    0   0        111110 1111                               
 0309     73      1    0   0        111110 1111                               
 0310     7C      0    0   0        111110 1111                               
 0311     7B      0    0   0        111110 1111                               
 0312     7A      0    0   0        111110 1111                               
 0313     79      0    0   0        111110 1111                               
 0314     78      0    0   0        111110 1111                               
 0315     77      0    0   0        111110 1111                               
 0316     76      0    0   0        111110 1111                               
 0317     75      0    0   0        111110 1111                               
 0318     74      4    0   0        111110 1111                               
 0319     73      5    0   0        111110 1111                               
 0320     7C      F    1   0        111101 1111                               
 0321     7B      F    1   0        111101 1111                               
 0322     7A      F    1   0        111101 1111                               
 0323     79      F    1   0        111101 1111                               
 0324     78      F    1   0        111101 1111                               
 0325     77      F    1   0        111101 1111                               
 0326     76      F    1   0        111101 1111                               
 0327     75      F    1   0        111101 1111                               
 0328     74      4    1   0        111101 1111                               
 0329     73      1    1   0        111101 1111                               
 0330     7E      0    1   0        111101 1111                               
 0331     7D      0    1   0        111101 1111                               
 0332     7C      0    1   0        111101 1111                               
 0333     7B      0    1   0        111101 1111                               
 0334     7A      0    1   0        111101 1111                               
 0335     79      8    1   0        111101 1111                               
 0336     78      0    1   0        111101 1111                               
 0337     77      0    1   0        111101 1111                               
 0338     76      0    1   0        111101 1111                               
 0339     75      0    1   0        111101 1111                               
 0340     74      4    1   0        111101 1111                               
 0341     73      5    1   0        111101 1111                               
 0342     7C      F    0   0        111110 1111                               
 0343     7B      F    0   0        111110 1111                               
 0344     7A      F    0   0        111110 1111                               
 0345     79      F    0   0        111110 1111                               
 0346     78      F    0   0        111110 1111                               
 0347     77      F    0   0        111110 1111                               
 0348     76      F    0   0        111110 1111                               
 0349     75      F    0   0        111110 1111                               
 0350     74      F    0   0        111110 1111                               
 0351     73      F    0   0        111110 1111                               
 0352     7E      0    0   0        111110 1111                               
 0353     7D      0    0   0        111110 1111                               
 0354     7C      0    0   0        111110 1111                               
 0355     7B      0    0   0        111110 1111                               
 0356     7A      0    0   0        111110 1111                               
 0357     79      0    0   0        111110 1111                               
 0358     78      0    0   0        111110 1111                               
 0359     77      0    0   0        111110 1111                               
 0360     76      0    0   0        111110 1111                               
 0361     75      8    0   0        111110 1111                               
 0362     74      0    0   0        111110 1111                               
 0363     73      0    0   0        111110 1111                               
 0364     7C      F    0   0        111110 1111                               
 0365     7B      F    0   0        111110 1111                               
 0366     7A      F    0   0        111110 1111                               
 0367     79      F    0   0        111110 1111                               
 0368     78      F    0   0        111110 1111                               
 0369     77      F    0   0        111110 1111                               
 0370     76      F    0   0        111110 1111                               
 0371     75      0    0   0        111110 1111                               
 0372     75      0    0   0        111110 1111                               
 0373     74      4    0   0        111110 1111                               
 0374     73      1    0   0        111110 1111                               
 0375     7C      0    0   0        111110 1111                               
 0376     7B      0    0   0        111110 1111                               
 0377     7A      0    0   0        111110 1111                               
 0378     79      0    0   0        111110 1111                               
 0379     78      0    0   0        111110 1111                               
 0380     77      0    0   0        111110 1111                               
 0381     76      0    0   0        111110 1111                               
 0382     75      4    0   0        111110 1111                               
 0383     74      4    0   0        111110 1111                               
 0384     73      5    0   0        111110 1111                               
 0385     7C      F    1   0        111101 1111                               
 0386     7B      F    1   0        111101 1111                               
 0387     7A      F    1   0        111101 1111                               
 0388     79      F    1   0        111101 1111                               
 0389     78      F    1   0        111101 1111                               
 0390     77      F    1   0        111101 1111                               
 0391     76      F    1   0        111101 1111                               
 0392     75      0    1   0        111101 1111                               
 0393     74      4    1   0        111101 1111                               
 0394     73      1    1   0        111101 1111                               
 0395     7E      0    1   0        111101 1111                               
 0396     7D      0    1   0        111101 1111                               
 0397     7C      0    1   0        111101 1111                               
 0398     7B      0    1   0        111101 1111                               
 0399     7A      0    1   0        111101 1111                               
 0400     79      8    1   0        111101 1111                               
 0401     78      0    1   0        111101 1111                               
 0402     77      0    1   0        111101 1111                               
 0403     76      0    1   0        111101 1111                               
 0404     75      4    1   0        111101 1111                               
 0405     74      4    1   0        111101 1111                               
 0406     73      5    1   0        111101 1111                               
 0407     7C      F    0   0        111110 1111                               
 0408     7B      F    0   0        111110 1111                               
 0409     7A      F    0   0        111110 1111                               
 0410     79      F    0   0        111110 1111                               
 0411     78      F    0   0        111110 1111                               
 0412     77      F    0   0        111110 1111                               
 0413     76      F    0   0        111110 1111                               
 0414     75      F    0   0        111110 1111                               
 0415     74      F    0   0        111110 1111                               
 0416     73      F    0   0        111110 1111                               
 0417     7E      0    0   0        111110 1111                               
 0418     7D      0    0   0        111110 1111                               
 0419     7C      0    0   0        111110 1111                               
 0420     7B      0    0   0        111110 1111                               
 0421     7A      0    0   0        111110 1111                               
 0422     79      0    0   0        111110 1111                               
 0423     78      0    0   0        111110 1111                               
 0424     77      0    0   0        111110 1111                               
 0425     76      0    0   0        111110 1111                               
 0426     75      8    0   0        111110 1111                               
 0427     74      0    0   0        111110 1111                               
 0428     73      0    0   0        111110 1111                               
 0429     7C      F    0   0        111110 1111                               
 0430     7B      F    0   0        111110 1111                               
 0431     7A      F    0   0        111110 1111                               
 0432     79      F    0   0        111110 1111                               
 0433     78      F    0   0        111110 1111                               
 0434     77      F    0   0        111110 1111                               
 0435     76      3    0   0        111110 1111                               
 0436     75      0    0   0        111110 1111                               
 0437     74      4    0   0        111110 1111                               
 0438     73      1    0   0        111110 1111                               
 0439     7C      0    0   0        111110 1111                               
 0440     7B      0    0   0        111110 1111                               
 0441     7A      0    0   0        111110 1111                               
 0442     79      0    0   0        111110 1111                               
 0443     78      0    0   0        111110 1111                               
 0444     77      0    0   0        111110 1111                               
 0445     76      4    0   0        111110 1111                               
 0446     75      4    0   0        111110 1111                               
 0447     74      4    0   0        111110 1111                               
 0448     73      5    0   0        111110 1111                               
 0449     7C      F    1   0        111101 1111                               
 0450     7B      F    1   0        111101 1111                               
 0451     7A      F    1   0        111101 1111                               
 0452     79      F    1   0        111101 1111                               
 0453     78      F    1   0        111101 1111                               
 0454     77      F    1   0        111101 1111                               
 0455     76      3    1   0        111101 1111                               
 0456     75      0    1   0        111101 1111                               
 0457     74      4    1   0        111101 1111                               
 0458     73      1    1   0        111101 1111                               
 0459     7E      0    1   0        111101 1111                               
 0460     7D      0    1   0        111101 1111                               
 0461     7C      0    1   0        111101 1111                               
 0462     7B      0    1   0        111101 1111                               
 0463     7A      0    1   0        111101 1111                               
 0464     79      8    1   0        111101 1111                               
 0465     78      0    1   0        111101 1111                               
 0466     77      0    1   0        111101 1111                               
 0467     76      4    1   0        111101 1111                               
 0468     75      4    1   0        111101 1111                               
 0469     74      4    1   0        111101 1111                               
 0470     73      5    1   0        111101 1111                               
 0471     7C      F    0   0        111110 1111                               
 0472     7B      F    0   0        111110 1111                               
 0473     7A      F    0   0        111110 1111                               
 0474     79      F    0   0        111110 1111                               
 0475     78      F    0   0        111110 1111                               
 0476     77      F    0   0        111110 1111                               
 0477     76      F    0   0        111110 1111                               
 0478     75      F    0   0        111110 1111                               
 0479     74      F    0   0        111110 1111                               
 0480     73      F    0   0        111110 1111                               
 0481     7E      0    0   0        111110 1111                               
 0482     7D      0    0   0        111110 1111                               
 0483     7C      0    0   0        111110 1111                               
 0484     7B      0    0   0        111110 1111                               
 0485     7A      0    0   0        111110 1111                               
 0486     79      0    0   0        111110 1111                               
 0487     78      0    0   0        111110 1111                               
 0488     77      0    0   0        111110 1111                               
 0489     76      0    0   0        111110 1111                               
 0490     75      8    0   0        111110 1111                               
 0491     74      0    0   0        111110 1111                               
 0492     73      0    0   0        111110 1111                               
 0493     7C      F    0   0        111110 1111                               
 0494     7B      F    0   0        111110 1111                               
 0495     7A      F    0   0        111110 1111                               
 0496     79      F    0   0        111110 1111                               
 0497     78      F    0   0        111110 1111                               
 0498     77      8    0   0        111110 1111                               
 0499     76      3    0   0        111110 1111                               
 0500     75      0    0   0        111110 1111                               
 0501     74      4    0   0        111110 1111                               
 0502     73      1    0   0        111110 1111                               
 0503     7C      0    0   0        111110 1111                               
 0504     7B      0    0   0        111110 1111                               
 0505     7A      0    0   0        111110 1111                               
 0506     79      0    0   0        111110 1111                               
 0507     78      0    0   0        111110 1111                               
 0508     77      5    0   0        111110 1111                               
 0509     76      4    0   0        111110 1111                               
 0510     75      4    0   0        111110 1111                               
 0511     74      4    0   0        111110 1111                               
 0512     73      5    0   0        111110 1111                               
 0513     7C      F    1   0        111101 1111                               
 0514     7B      F    1   0        111101 1111                               
 0515     7A      F    1   0        111101 1111                               
 0516     79      F    1   0        111101 1111                               
 0517     78      F    1   0        111101 1111                               
 0518     77      8    1   0        111101 1111                               
 0519     76      3    1   0        111101 1111                               
 0520     75      0    1   0        111101 1111                               
 0521     74      4    1   0        111101 1111                               
 0522     73      1    1   0        111101 1111                               
 0523     7E      0    1   0        111101 1111                               
 0524     7D      0    1   0        111101 1111                               
 0525     7C      0    1   0        111101 1111                               
 0526     7B      0    1   0        111101 1111                               
 0527     7A      0    1   0        111101 1111                               
 0528     79      8    1   0        111101 1111                               
 0529     78      0    1   0        111101 1111                               
 0530     77      5    1   0        111101 1111                               
 0531     76      4    1   0        111101 1111                               
 0532     75      4    1   0        111101 1111                               
 0533     74      4    1   0        111101 1111                               
 0534     73      5    1   0        111101 1111                               
 0535     7C      F    0   0        111110 1111                               
 0536     7B      F    0   0        111110 1111                               
 0537     7A      F    0   0        111110 1111                               
 0538     79      F    0   0        111110 1111                               
 0539     78      F    0   0        111110 1111                               
 0540     77      F    0   0        111110 1111                               
 0541     76      F    0   0        111110 1111                               
 0542     75      F    0   0        111110 1111                               
 0543     74      F    0   0        111110 1111                               
 0544     73      F    0   0        111110 1111                               
 0545     7E      0    0   0        111110 1111                               
 0546     7D      0    0   0        111110 1111                               
 0547     7C      0    0   0        111110 1111                               
 0548     7B      0    0   0        111110 1111                               
 0549     7A      0    0   0        111110 1111                               
 0550     79      0    0   0        111110 1111                               
 0551     78      0    0   0        111110 1111                               
 0552     77      0    0   0        111110 1111                               
 0553     76      0    0   0        111110 1111                               
 0554     75      8    0   0        111110 1111                               
 0555     74      0    0   0        111110 1111                               
 0556     73      0    0   0        111110 1111                               
 0557     7C      F    0   0        111110 1111                               
 0558     7B      F    0   0        111110 1111                               
 0559     7A      F    0   0        111110 1111                               
 0560     79      F    0   0        111110 1111                               
 0561     78      F    0   0        111110 1111                               
 0562     77      8    0   0        111110 1111                               
 0563     76      3    0   0        111110 1111                               
 0564     75      0    0   0        111110 1111                               
 0565     74      4    0   0        111110 1111                               
 0566     73      1    0   0        111110 1111                               
 0567     7C      0    0   0        111110 1111                               
 0568     7B      0    0   0        111110 1111                               
 0569     7A      0    0   0        111110 1111                               
 0570     79      0    0   0        111110 1111                               
 0571     78      0    0   0        111110 1111                               
 0572     77      5    0   0        111110 1111                               
 0573     76      4    0   0        111110 1111                               
 0574     75      4    0   0        111110 1111                               
 0575     74      4    0   0        111110 1111                               
 0576     73      5    0   0        111110 1111                               
 0577     7C      F    1   0        111101 1111                               
 0578     7B      F    1   0        111101 1111                               
 0579     7A      F    1   0        111101 1111                               
 0580     79      F    1   0        111101 1111                               
 0581     78      F    1   0        111101 1111                               
 0582     77      8    1   0        111101 1111                               
 0583     76      3    1   0        111101 1111                               
 0584     75      0    1   0        111101 1111                               
 0585     74      4    1   0        111101 1111                               
 0586     73      1    1   0        111101 1111                               
 0587     7E      0    1   0        111101 1111                               
 0588     7D      0    1   0        111101 1111                               
 0589     7C      0    1   0        111101 1111                               
 0590     7B      0    1   0        111101 1111                               
 0591     7A      0    1   0        111101 1111                               
 0592     79      8    1   0        111101 1111                               
 0593     78      0    1   0        111101 1111                               
 0594     77      5    1   0        111101 1111                               
 0595     76      4    1   0        111101 1111                               
 0596     75      4    1   0        111101 1111                               
 0597     74      4    1   0        111101 1111                               
 0598     73      5    1   0        111101 1111                               
 0599     7C      F    0   0        111110 1111                               
 0600     7B      F    0   0        111110 1111                               
 0601     7A      F    0   0        111110 1111                               
 0602     79      F    0   0        111110 1111                               
 0603     78      F    0   0        111110 1111                               
 0604     77      F    0   0        111110 1111                               
 0605     76      F    0   0        111110 1111                               
 0606     75      F    0   0        111110 1111                               
 0607     74      F    0   0        111110 1111                               
 0608     73      F    0   0        111110 1111                               
 0609     7E      0    0   0        111110 1111                               
 0610     7D      0    0   0        111110 1111                               
 0611     7C      0    0   0        111110 1111                               
 0612     7B      0    0   0        111110 1111                               
 0613     7A      0    0   0        111110 1111                               
 0614     79      0    0   0        111110 1111                               
 0615     78      0    0   0        111110 1111                               
 0616     77      0    0   0        111110 1111                               
 0617     76      0    0   0        111110 1111                               
 0618     75      8    0   0        111110 1111                               
 0619     74      0    0   0        111110 1111                               
 0620     73      0    0   0        111110 1111                               
 0621     7C      F    0   0        111110 1111                               
 0622     7B      F    0   0        111110 1111                               
 0623     7A      F    0   0        111110 1111                               
 0624     79      F    0   0        111110 1111                               
 0625     78      F    0   0        111110 1111                               
 0626     77      8    0   0        111110 1111                               
 0627     76      3    0   0        111110 1111                               
 0628     75      0    0   0        111110 1111                               
 0629     74      4    0   0        111110 1111                               
 0630     73      1    0   0        111110 1111                               
 0631     7C      0    0   0        111110 1111                               
 0632     7B      0    0   0        111110 1111                               
 0633     7A      0    0   0        111110 1111                               
 0634     79      4    0   0        111110 1111                               
 0635     78      0    0   0        111110 1111                               
 0636     77      5    0   0        111110 1111                               
 0637     76      4    0   0        111110 1111                               
 0638     75      4    0   0        111110 1111                               
 0639     74      4    0   0        111110 1111                               
 0640     73      5    0   0        111110 1111                               
 0641     7C      F    1   0        111101 1111                               
 0642     7B      F    1   0        111101 1111                               
 0643     7A      F    1   0        111101 1111                               
 0644     79      F    1   0        111101 1111                               
 0645     78      F    1   0        111101 1111                               
 0646     77      8    1   0        111101 1111                               
 0647     76      0    1   0        111101 1111                               
 0648     76      3    1   0        111101 1111                               
 0649     75      0    1   0        111101 1111                               
 0650     74      4    1   0        111101 1111                               
 0651     73      1    1   0        111101 1111                               
 0652     7E      0    1   0        111101 1111                               
 0653     7D      0    1   0        111101 1111                               
 0654     7C      0    1   0        111101 1111                               
 0655     7B      0    1   0        111101 1111                               
 0656     7A      0    1   0        111101 1111                               
 0657     79      C    1   0        111101 1111                               
 0658     78      0    1   0        111101 1111                               
 0659     77      5    1   0        111101 1111                               
 0660     76      4    1   0        111101 1111                               
 0661     75      4    1   0        111101 1111                               
 0662     74      4    1   0        111101 1111                               
 0663     73      5    1   0        111101 1111                               
 0664     7C      F    0   0        111110 1111                               
 0665     7B      F    0   0        111110 1111                               
 0666     7A      F    0   0        111110 1111                               
 0667     79      F    0   0        111110 1111                               
 0668     78      F    0   0        111110 1111                               
 0669     77      F    0   0        111110 1111                               
 0670     76      F    0   0        111110 1111                               
 0671     75      F    0   0        111110 1111                               
 0672     74      F    0   0        111110 1111                               
 0673     73      F    0   0        111110 1111                               
 0674     7E      0    0   0        111110 1111                               
 0675     7D      0    0   0        111110 1111                               
 0676     7C      0    0   0        111110 1111                               
 0677     7B      0    0   0        111110 1111                               
 0678     7A      0    0   0        111110 1111                               
 0679     79      0    0   0        111110 1111                               
 0680     78      0    0   0        111110 1111                               
 0681     77      0    0   0        111110 1111                               
 0682     76      0    0   0        111110 1111                               
