 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE     
 0641     7C      F    1   0        0111101 1111                              
 0642     7B      F    1   0        0111101 1111                              
 0643     7A      F    1   0        0111101 1111                              
 0644     79      F    1   0        0111101 1111                              
 0645     78      F    1   0        0111101 1111                              
 0646     77      8    1   0        0111101 1111                              
 0647     76      3    1   0        0111101 1111                              
 0648     75      0    1   0        0111101 1111                              
 0649     74      4    1   0        0111101 1111                              
 0650     73      1    1   0        0111101 1111                              
 0651     7E      0    1   0        1111101 1111                              
 0652     7D      0    1   0        1111101 1111                              
 0653     7C      0    1   0        1111101 1111                              
 0654     7B      0    1   0        1111101 1111                              
 0655     7A      0    1   0        1111101 1111                              
 0656     79      C    1   0        1111101 1111                              
 0657     78      0    1   0        1111101 1111                              
 0658     77      5    1   0        1111101 1111                              
 0659     76      4    1   0        1111101 1111                              
 0660     75      4    1   0        1111101 1111                              
 0661     74      4    1   0        1111101 1111                              
 0662     73      5    1   0        1111101 1111                              
 0663     7C      F    0   0        1111110 1111                              
 0664     7B      F    0   0        1111110 1111                              
 0665     7A      F    0   0        1111110 1111                              
 0666     79      F    0   0        1111110 1111                              
 0667     78      F    0   0        1111110 1111                              
 0668     77      F    0   0        1111110 1111                              
 0669     76      F    0   0        1111110 1111                              
 0670     75      F    0   0        1111110 1111                              
 0671     74      F    0   0        1111110 1111                              
 0672     73      F    0   0        0111110 1111                              
 0673     7E      0    0   0        0111110 1111                              
 0674     7D      0    0   0        0111110 1111                              
 0675     7C      0    0   0        0111110 1111                              
 0676     7B      0    0   0        0111110 1111                              
 0677     7A      0    0   0        0111110 1111                              
 0678     79      0    0   0        0111110 1111                              
 0679     78      0    0   0        0111110 1111                              
 0680     77      0    0   0        0111110 1111                              
 0681     76      0    0   0        0111110 1111                              
 0682     75      8    0   0        0111110 1111                              
 0683     74      0    0   0        0111110 1111                              
 0684     73      0    0   0        0111110 1111                              
 0685     7C      F    0   0        0111110 1111                              
 0686     7B      F    0   0        0111110 1111                              
 0687     7A      0    0   0        0111110 1111                              
 0688     7A      0    0   0        0111110 1111                              
 0689     79      F    0   0        0111110 1111                              
 0690     78      F    0   0        0111110 1111                              
 0691     77      8    0   0        0111110 1111                              
 0692     76      3    0   0        0111110 1111                              
 0693     75      0    0   0        0111110 1111                              
 0694     74      4    0   0        0111110 1111                              
 0695     73      1    0   0        0111110 1111                              
 0696     7C      0    0   0        0111110 1111                              
 0697     7B      0    0   0        0111110 1111                              
 0698     7A      3    0   0        0111110 1111                              
 0699     79      4    0   0        0111110 1111                              
 0700     78      0    0   0        0111110 1111                              
 0701     77      5    0   0        0111110 1111                              
 0702     76      4    0   0        0111110 1111                              
 0703     75      4    0   0        0111110 1111                              
 0704     74      4    0   0        0111110 1111                              
 0705     73      5    0   0        0111110 1111                              
 0706     7C      F    1   0        1111101 1111                              
 0707     7B      F    1   0        1111101 1111                              
 0708     7A      0    1   0        1111101 1111                              
 0709     79      F    1   0        1111101 1111                              
 0710     78      F    1   0        1111101 1111                              
 0711     77      8    1   0        1111101 1111                              
 0712     76      3    1   0        1111101 1111                              
 0713     75      0    1   0        1111101 1111                              
 0714     74      4    1   0        1111101 1111                              
 0715     73      1    1   0        1111101 1111                              
 0716     7E      0    1   0        0111101 1111                              
 0717     7D      0    1   0        0111101 1111                              
 0718     7C      0    1   0        0111101 1111                              
 0719     7B      0    1   0        0111101 1111                              
 0720     7A      3    1   0        0111101 1111                              
 0721     79      C    1   0        0111101 1111                              
 0722     78      0    1   0        0111101 1111                              
 0723     77      5    1   0        0111101 1111                              
 0724     76      4    1   0        0111101 1111                              
 0725     75      4    1   0        0111101 1111                              
 0726     74      4    1   0        0111101 1111                              
 0727     73      5    1   0        0111101 1111                              
 0728     7C      F    0   0        0111110 1111                              
 0729     7B      F    0   0        0111110 1111                              
 0730     7A      F    0   0        0111110 1111                              
 0731     79      F    0   0        1111110 1111                              
 0732     78      F    0   0        1111110 1111                              
 0733     77      F    0   0        1111110 1111                              
 0734     76      F    0   0        1111110 1111                              
 0735     75      F    0   0        1111110 1111                              
 0736     74      F    0   0        1111110 1111                              
 0737     73      F    0   0        1111110 1111                              
 0738     7E      0    0   0        1111110 1111                              
 0739     7D      0    0   0        1111110 1111                              
 0740     7C      0    0   0        1111110 1111                              
 0741     7B      0    0   0        1111110 1111                              
 0742     7A      0    0   0        1111110 1111                              
 0743     79      0    0   0        1111110 1111                              
 0744     78      0    0   0        1111110 1111                              
 0745     77      0    0   0        1111110 1111                              
 0746     76      0    0   0        1111110 1111                              
 0747     75      8    0   0        1111110 1111                              
 0748     74      0    0   0        1111110 1111                              
 0749     73      0    0   0        1111110 1111                              
 0750     72      0    1   0        1111101 1111                              
 0751     7F      0    0   0        1111110 1111                              
 0752     7F      0    0   0        1111110 1111                              
 0753     7E      8    0   0        1111110 1111                              
 0754     7D      6    0   0        1111110 1111                              
 0755     7C      1    0   0        1111110 1111                              
 0756     7E      B    1   0        0111101 1111                              
 0757     7D      B    1   0        0111101 1111                              
 0758     7C      F    1   0        0111101 1111                              
 0759     7B      F    1   0        0111101 1111                              
 0760     7A      0    1   0        0111101 1111                              
 0761     79      F    1   0        0111101 1111                              
 0762     78      F    1   0        0111101 1111                              
 0763     77      8    1   0        0111101 1111                              
 0764     77      8    1   0        0111101 1111                              
 0765     76      3    1   0        1111101 1111                              
 0766     75      0    1   0        1111101 1111                              
 0767     74      4    1   0        1111101 1111                              
 0768     73      1    1   0        1111101 1111                              
 0769     7E      0    1   0        1111101 1111                              
 0770     7D      0    1   0        1111101 1111                              
 0771     7C      0    1   0        1111101 1111                              
 0772     7B      0    1   0        1111101 1111                              
 0773     7A      3    1   0        1111101 1111                              
 0774     79      C    1   0        1111101 1111                              
 0775     78      0    1   0        1111101 1111                              
 0776     77      5    1   0        1111101 1111                              
 0777     76      4    1   0        1111101 1111                              
 0778     75      4    1   0        1111101 1111                              
 0779     74      4    1   0        1111101 1111                              
 0780     73      5    1   0        0111101 1111                              
 0781     7E      B    0   0        0111110 1111                              
 0782     7D      B    0   0        0111110 1111                              
 0783     7C      F    0   0        0111110 1111                              
 0784     7B      F    0   0        0111110 1111                              
 0785     7A      F    0   0        0111110 1111                              
 0786     79      F    0   0        0111110 1111                              
 0787     78      F    0   0        0111110 1111                              
 0788     77      F    0   0        0111110 1111                              
 0789     76      F    0   0        0111110 1111                              
 0790     75      F    0   0        0111110 1111                              
 0791     74      F    0   0        0111110 1111                              
 0792     73      F    0   0        0111110 1111                              
 0793     7E      0    0   0        1111110 1111                              
 0794     7D      0    0   0        1111110 1111                              
 0795     7C      0    0   0        1111110 1111                              
 0796     7B      0    0   0        1111110 1111                              
 0797     7A      0    0   0        1111110 1111                              
 0798     79      0    0   0        1111110 1111                              
 0799     78      0    0   0        1111110 1111                              
 0800     77      0    0   0        1111110 1111                              
 0801     76      0    0   0        1111110 1111                              
 0802     75      8    0   0        1111110 1111                              
 0803     74      0    0   0        1111110 1111                              
 0804     00      F    0   0        0000000 0000                              
 0805     00      F    0   0        0000000 0000                              
 0806     00      F    0   0        0000000 0000                              
 0807     00      F    0   0        0000000 0000                              
 0808     00      F    0   0        0000000 0000                              
 0809     00      F    0   0        0000000 0000                              
 0810     00      F    0   0        0000000 0000                              
 0811     00      F    0   0        0000000 0000                              
 0812     00      F    0   0        0000000 0000                              
 0813     00      F    0   0        0000000 0000                              
 0814     00      F    0   0        0000000 0000                              
 0815     00      F    0   0        0000000 0000                              
 0816     00      F    0   0        0000000 0000                              
 0817     00      F    0   0        0000000 0000                              
 0818     00      F    0   0        0000000 0000                              
 0819     00      F    0   0        0000000 0000                              
 0820     00      F    0   0        0000000 0000                              
 0821     00      F    0   0        0000000 0000                              
 0822     00      F    0   0        0000000 0000                              
 0823     00      F    0   0        0000000 0000                              
 0824     00      F    0   0        0000000 0000                              
 0825     00      F    0   0        0000000 0000                              
 0826     00      F    0   0        0000000 0000                              
 0827     00      F    0   0        0000000 0000                              
 0828     00      F    0   0        0000000 0000                              
 0829     00      F    0   0        0000000 0000                              
 0830     00      F    0   0        0000000 0000                              
 0831     00      F    0   0        0000000 0000                              
