 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   CE
 7946     79      F    1011111                                                
 7947     78      F    1011111                                                
 7948     77      F    1011111                                                
 7949     76      F    1011111                                                
 7950     75      F    1011111                                                
 7951     74      F    1011111                                                
 7952     73      F    1011111                                                
 7953     7C      0    1011111                                                
 7954     7B      F    1011111                                                
 7955     7A      F    1011111                                                
 7956     79      F    1011111                                                
 7957     78      F    1011111                                                
 7958     77      F    1011111                                                
 7959     76      F    1011111                                                
 7960     75      F    1011111                                                
 7961     74      F    1011111                                                
 7962     73      5    1011111                                                
 7963     7C      0    1011111                                                
 7964     7B      0    1011111                                                
 7965     7A      0    1011111                                                
 7966     79      0    1011111                                                
 7967     78      0    1011111                                                
 7968     77      0    1011111                                                
 7969     76      0    1011111                                                
 7970     75      0    1011111                                                
 7971     74      0    1011111                                                
 7972     73      0    1011111                                                
 7973     7D      F    1111111                                                
 7974     7C      F    1111111                                                
 7975     7E      2    1101111                                                
 7976     7D      B    1101111                                                
 7977     7C      B    1101111                                                
 7978     7B      F    1101111                                                
 7979     7A      F    1101111                                                
 7980     79      F    1101111                                                
 7981     78      F    1101111                                                
 7982     77      F    1101111                                                
 7983     76      F    1101111                                                
 7984     75      F    1101111                                                
 7985     74      F    1101111                                                
 7986     73      5    1101111                                                
 7987     7E      0    1101111                                                
 7988     7D      0    1101111                                                
 7989     7C      0    1101111                                                
 7990     7B      0    1101111                                                
 7991     7A      0    1101111                                                
 7992     79      0    1101111                                                
 7993     78      0    1101111                                                
 7994     77      0    1101111                                                
 7995     76      0    1101111                                                
 7996     75      0    1101111                                                
 7997     74      0    1101111                                                
 7998     73      0    1101111                                                
 7999     7E      B    1011111                                                
 8000     7D      B    1011111                                                
 8001     7C      B    1011111                                                
 8002     7B      F    1011111                                                
 8003     7A      F    1011111                                                
 8004     79      F    1011111                                                
 8005     78      F    1011111                                                
 8006     77      F    1011111                                                
 8007     76      F    1011111                                                
 8008     75      F    1011111                                                
 8009     74      F    1011111                                                
 8010     73      F    1011111                                                
 8011     7E      0    1011111                                                
 8012     7D      0    1011111                                                
 8013     7C      0    1011111                                                
 8014     7B      0    1011111                                                
 8015     7A      0    1011111                                                
 8016     79      0    1011111                                                
 8017     78      0    1011111                                                
 8018     77      0    1011111                                                
 8019     76      0    1011111                                                
 8020     75      0    1011111                                                
 8021     74      0    1011111                                                
 8022     73      0    1011111                                                
 8023     74      E    1101111                                                
 8024     74      5    1101111                                                
 8025     75      0    1101111                                                
 8026     74      0    1101111                                                
 8027     73      0    1101111                                                
 8028     7D      5    1111111                                                
 8029     7C      3    1111111                                                
 8030     7C      3    1011111                                                
 8031     7B      F    1011111                                                
 8032     7A      F    1011111                                                
 8033     79      F    1011111                                                
 8034     78      F    1011111                                                
 8035     77      F    1011111                                                
 8036     76      F    1011111                                                
 8037     75      F    1011111                                                
 8038     74      5    1011111                                                
 8039     73      5    1011111                                                
 8040     7C      0    1011111                                                
 8041     7B      0    1011111                                                
 8042     7A      0    1011111                                                
 8043     79      0    1011111                                                
 8044     78      0    1011111                                                
 8045     77      0    1011111                                                
 8046     76      0    1011111                                                
 8047     75      0    1011111                                                
 8048     74      0    1011111                                                
 8049     73      3    1011111                                                
 8050     7B      F    1111111                                                
 8051     7A      F    1111111                                                
 8052     7E      2    1101111                                                
 8053     7D      B    1101111                                                
 8054     7C      B    1101111                                                
 8055     7B      F    1101111                                                
 8056     7A      F    1101111                                                
 8057     79      F    1101111                                                
 8058     78      F    1101111                                                
 8059     77      F    1101111                                                
 8060     76      F    1101111                                                
 8061     75      F    1101111                                                
 8062     74      5    1101111                                                
 8063     73      5    1101111                                                
 8064     7E      0    1101111                                                
 8065     7D      0    1101111                                                
 8066     7C      0    1101111                                                
 8067     7B      0    1101111                                                
 8068     7A      0    1101111                                                
 8069     79      0    1101111                                                
 8070     78      0    1101111                                                
 8071     77      0    1101111                                                
 8072     76      0    1101111                                                
 8073     75      0    1101111                                                
 8074     74      0    1101111                                                
 8075     73      3    1101111                                                
 8076     7E      B    1011111                                                
 8077     7D      B    1011111                                                
 8078     7C      B    1011111                                                
 8079     7B      F    1011111                                                
 8080     7A      F    1011111                                                
 8081     79      F    1011111                                                
 8082     78      F    1011111                                                
 8083     77      F    1011111                                                
 8084     76      F    1011111                                                
 8085     75      F    1011111                                                
 8086     74      F    1011111                                                
 8087     73      F    1011111                                                
 8088     7E      0    1011111                                                
 8089     7D      0    1011111                                                
 8090     7C      0    1011111                                                
 8091     7B      0    1011111                                                
 8092     7A      0    1011111                                                
 8093     79      0    1011111                                                
 8094     78      0    1011111                                                
 8095     77      0    1011111                                                
 8096     76      0    1011111                                                
 8097     75      0    1011111                                                
 8098     74      0    1011111                                                
 8099     73      0    1011111                                                
 8100     75      E    1101111                                                
 8101     75      5    1101111                                                
 8102     75      4    1101111                                                
 8103     74      0    1101111                                                
 8104     73      0    1101111                                                
 8105     7B      5    1111111                                                
 8106     7A      3    1111111                                                
 8107     7C      3    1011111                                                
 8108     7B      F    1011111                                                
 8109     7A      F    1011111                                                
 8110     79      F    1011111                                                
 8111     78      F    1011111                                                
 8112     77      F    1011111                                                
 8113     76      F    1011111                                                
 8114     75      5    1011111                                                
 8115     74      5    1011111                                                
 8116     73      5    1011111                                                
 8117     7C      0    1011111                                                
 8118     7B      0    1011111                                                
 8119     7A      0    1011111                                                
 8120     79      0    1011111                                                
 8121     78      0    1011111                                                
 8122     77      0    1011111                                                
 8123     76      0    1011111                                                
 8124     75      0    1011111                                                
 8125     74      3    1011111                                                
 8126     73      3    1011111                                                
 8127     79      F    1111111                                                
 8128     78      F    1111111                                                
 8129     7E      2    1101111                                                
 8130     7D      B    1101111                                                
 8131     7C      B    1101111                                                
 8132     7B      F    1101111                                                
 8133     7A      F    1101111                                                
 8134     79      F    1101111                                                
 8135     78      F    1101111                                                
 8136     77      F    1101111                                                
 8137     76      F    1101111                                                
 8138     75      5    1101111                                                
 8139     74      5    1101111                                                
 8140     73      5    1101111                                                
 8141     7E      0    1101111                                                
 8142     7D      0    1101111                                                
 8143     7C      0    1101111                                                
 8144     7B      0    1101111                                                
 8145     7A      0    1101111                                                
 8146     79      0    1101111                                                
 8147     78      0    1101111                                                
 8148     77      0    1101111                                                
 8149     76      0    1101111                                                
 8150     75      0    1101111                                                
 8151     74      3    1101111                                                
 8152     73      3    1101111                                                
 8153     7E      B    1011111                                                
 8154     7D      B    1011111                                                
 8155     7C      B    1011111                                                
 8156     7B      F    1011111                                                
 8157     7A      F    1011111                                                
 8158     79      F    1011111                                                
 8159     78      F    1011111                                                
 8160     77      F    1011111                                                
 8161     76      F    1011111                                                
 8162     75      F    1011111                                                
 8163     74      F    1011111                                                
 8164     73      F    1011111                                                
 8165     7E      0    1011111                                                
 8166     7D      0    1011111                                                
 8167     7C      0    1011111                                                
 8168     7B      0    1011111                                                
 8169     7A      0    1011111                                                
 8170     79      0    1011111                                                
 8171     78      0    1011111                                                
 8172     77      0    1011111                                                
 8173     76      0    1011111                                                
 8174     75      0    1011111                                                
 8175     74      0    1011111                                                
 8176     73      0    1011111                                                
 8177     76      E    1101111                                                
 8178     76      5    1101111                                                
 8179     76      F    1101111                                                
 8180     76      0    1101111                                                
 8181     76      E    1101111                                                
 8182     76      5    1101111                                                
 8183     76      F    1101111                                                
 8184     76      0    1101111                                                
 8185     76      E    1101111                                                
 8186     76      5    1101111                                                
 8187     76      F    1101111                                                
 8188     76      0    1101111                                                
 8189     76      E    1101111                                                
