 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   CE
 8042     78      F    1011111                                                
 8043     77      F    1011111                                                
 8044     76      F    1011111                                                
 8045     75      F    1011111                                                
 8046     74      F    1011111                                                
 8047     73      F    1011111                                                
 8048     7E      0    1011111                                                
 8049     7D      0    1011111                                                
 8050     7C      0    1011111                                                
 8051     7B      0    1011111                                                
 8052     7A      0    1011111                                                
 8053     79      0    1011111                                                
 8054     78      0    1011111                                                
 8055     77      0    1011111                                                
 8056     76      0    1011111                                                
 8057     75      0    1011111                                                
 8058     74      0    1011111                                                
 8059     73      0    1011111                                                
 8060     75      4    1101111                                                
 8061     74      2    1101111                                                
 8062     73      0    1101111                                                
 8063     7F      6    1111111                                                
 8064     7E      3    1111111                                                
 8065     7C      0    1011111                                                
 8066     7B      0    1011111                                                
 8067     7A      0    1011111                                                
 8068     79      0    1011111                                                
 8069     78      0    1011111                                                
 8070     77      0    1011111                                                
 8071     76      0    1011111                                                
 8072     75      0    1011111                                                
 8073     74      0    1011111                                                
 8074     73      0    1011111                                                
 8075     7C      F    1011111                                                
 8076     7B      F    1011111                                                
 8077     7A      F    1011111                                                
 8078     79      F    1011111                                                
 8079     78      F    1011111                                                
 8080     77      F    1011111                                                
 8081     76      F    1011111                                                
 8082     75      F    1011111                                                
 8083     74      F    1011111                                                
 8084     73      F    1011111                                                
 8085     7C      0    1011111                                                
 8086     7B      0    1011111                                                
 8087     7A      0    1011111                                                
 8088     79      0    1011111                                                
 8089     78      0    1011111                                                
 8090     77      0    1011111                                                
 8091     76      0    1011111                                                
 8092     75      0    1011111                                                
 8093     74      0    1011111                                                
 8094     73      0    1011111                                                
 8095     7C      F    1011111                                                
 8096     7B      F    1011111                                                
 8097     7A      F    1011111                                                
 8098     79      F    1011111                                                
 8099     78      F    1011111                                                
 8100     77      F    1011111                                                
 8101     76      F    1011111                                                
 8102     75      F    1011111                                                
 8103     74      F    1011111                                                
 8104     73      F    1011111                                                
 8105     7C      0    1011111                                                
 8106     7B      F    1011111                                                
 8107     7A      F    1011111                                                
 8108     79      F    1011111                                                
 8109     78      F    1011111                                                
 8110     77      F    1011111                                                
 8111     76      F    1011111                                                
 8112     75      F    1011111                                                
 8113     74      F    1011111                                                
 8114     73      6    1011111                                                
 8115     7C      0    1011111                                                
 8116     7B      0    1011111                                                
 8117     7A      0    1011111                                                
 8118     79      0    1011111                                                
 8119     78      0    1011111                                                
 8120     77      0    1011111                                                
 8121     76      0    1011111                                                
 8122     75      0    1011111                                                
 8123     74      0    1011111                                                
 8124     73      0    1011111                                                
 8125     7D      F    1111111                                                
 8126     7C      F    1111111                                                
 8127     7E      2    1101111                                                
 8128     7D      B    1101111                                                
 8129     7C      B    1101111                                                
 8130     7B      F    1101111                                                
 8131     7A      F    1101111                                                
 8132     79      F    1101111                                                
 8133     78      F    1101111                                                
 8134     77      F    1101111                                                
 8135     76      F    1101111                                                
 8136     75      F    1101111                                                
 8137     74      F    1101111                                                
 8138     73      6    1101111                                                
 8139     7E      0    1101111                                                
 8140     7D      0    1101111                                                
 8141     7C      0    1101111                                                
 8142     7B      0    1101111                                                
 8143     7A      0    1101111                                                
 8144     79      0    1101111                                                
 8145     78      0    1101111                                                
 8146     77      0    1101111                                                
 8147     76      0    1101111                                                
 8148     75      0    1101111                                                
 8149     74      0    1101111                                                
 8150     73      0    1101111                                                
 8151     7E      B    1011111                                                
 8152     7D      B    1011111                                                
 8153     7C      B    1011111                                                
 8154     7B      F    1011111                                                
 8155     7A      F    1011111                                                
 8156     79      F    1011111                                                
 8157     78      F    1011111                                                
 8158     77      F    1011111                                                
 8159     76      F    1011111                                                
 8160     75      F    1011111                                                
 8161     74      F    1011111                                                
 8162     73      F    1011111                                                
 8163     7E      0    1011111                                                
 8164     7D      0    1011111                                                
 8165     7C      0    1011111                                                
 8166     7B      0    1011111                                                
 8167     7A      0    1011111                                                
 8168     79      0    1011111                                                
 8169     78      0    1011111                                                
 8170     77      0    1011111                                                
 8171     76      0    1011111                                                
 8172     75      0    1011111                                                
 8173     74      0    1011111                                                
 8174     73      0    1011111                                                
 8175     74      E    1101111                                                
 8176     74      5    1101111                                                
 8177     74      F    1101111                                                
 8178     74      0    1101111                                                
 8179     74      E    1101111                                                
 8180     74      5    1101111                                                
 8181     74      F    1101111                                                
 8182     74      0    1101111                                                
 8183     74      E    1101111                                                
 8184     74      5    1101111                                                
 8185     74      F    1101111                                                
 8186     74      0    1101111                                                
 8187     74      E    1101111                                                
 8188     74      5    1101111                                                
 8189     74      F    1101111                                                
