 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   CE    
 0133     73      0    101101 1111                                            
 0134     7C      0    101101 1111                                            
 0135     7B      0    101101 1111                                            
 0136     7A      0    101101 1111                                            
 0137     79      0    101101 1111                                            
 0138     78      0    101101 1111                                            
 0139     77      0    101101 1111                                            
 0140     76      0    101101 1111                                            
 0141     75      0    101101 1111                                            
 0142     74      0    101101 1111                                            
 0143     73      4    101101 1111                                            
 0144     7B      F    101111 1111                                            
 0145     7A      F    101011 1111                                            
 0146     7E      3    101110 1111                                            
 0147     7D      B    101110 1111                                            
 0148     7C      B    101110 1111                                            
 0149     7B      F    101110 1111                                            
 0150     7A      F    101110 1111                                            
 0151     79      F    101110 1111                                            
 0152     78      F    101110 1111                                            
 0153     77      F    101110 1111                                            
 0154     76      F    101110 1111                                            
 0155     75      F    101010 1111                                            
 0156     74      1    101010 1111                                            
 0157     73      0    101010 1111                                            
 0158     7E      0    101010 1111                                            
 0159     7D      0    101010 1111                                            
 0160     7C      0    101010 1111                                            
 0161     7B      0    101010 1111                                            
 0162     7A      0    101010 1111                                            
 0163     79      0    101010 1111                                            
 0164     78      0    101010 1111                                            
 0165     77      0    101010 1111                                            
 0166     76      0    101010 1111                                            
 0167     75      0    101010 1111                                            
 0168     74      0    101010 1111                                            
 0169     73      4    101010 1111                                            
 0170     7E      B    101101 1111                                            
 0171     7D      B    101101 1111                                            
 0172     7C      B    101101 1111                                            
 0173     7B      F    101101 1111                                            
 0174     7A      F    101101 1111                                            
 0175     79      F    101101 1111                                            
 0176     78      F    101101 1111                                            
 0177     77      F    101101 1111                                            
 0178     76      F    101101 1111                                            
 0179     75      F    101101 1111                                            
 0180     74      F    101101 1111                                            
 0181     73      F    101101 1111                                            
 0182     7E      0    101001 1111                                            
 0183     7D      0    101001 1111                                            
 0184     7C      0    101001 1111                                            
 0185     7B      0    101001 1111                                            
 0186     7A      0    101001 1111                                            
 0187     79      0    101001 1111                                            
 0188     78      0    101001 1111                                            
 0189     77      0    101001 1111                                            
 0190     76      0    101001 1111                                            
 0191     75      0    101001 1111                                            
 0192     74      0    101001 1111                                            
 0193     73      0    101001 1111                                            
 0194     75      E    101010 1111                                            
 0195     75      5    101110 1111                                            
 0196     75      F    101010 1111                                            
 0197     75      0    101010 1111                                            
 0198     75      0    101110 1111                                            
 0199     74      0    101110 1111                                            
 0200     73      0    101110 1111                                            
 0201     7B      2    101111 1111                                            
 0202     7A      4    101111 1111                                            
 0203     7C      4    101101 1111                                            
 0204     7B      F    101101 1111                                            
 0205     7A      F    101101 1111                                            
 0206     79      F    101101 1111                                            
 0207     78      F    101101 1111                                            
 0208     77      F    101101 1111                                            
 0209     76      F    101101 1111                                            
 0210     75      2    101101 1111                                            
 0211     74      0    101101 1111                                            
 0212     73      0    101101 1111                                            
 0213     7C      0    101101 1111                                            
 0214     7B      0    101101 1111                                            
 0215     7A      0    101101 1111                                            
 0216     79      0    101101 1111                                            
 0217     78      0    101101 1111                                            
 0218     77      0    101101 1111                                            
 0219     76      0    101101 1111                                            
 0220     75      0    101101 1111                                            
 0221     74      4    101101 1111                                            
 0222     73      4    101101 1111                                            
 0223     79      F    101111 1111                                            
 0224     78      F    101011 1111                                            
 0225     7E      9    101110 1111                                            
 0226     7D      B    101110 1111                                            
 0227     7C      B    101110 1111                                            
 0228     7B      F    101110 1111                                            
 0229     7A      F    101110 1111                                            
 0230     79      F    101110 1111                                            
 0231     78      F    101110 1111                                            
 0232     77      F    101110 1111                                            
 0233     76      F    101010 1111                                            
 0234     75      2    101010 1111                                            
 0235     74      0    101010 1111                                            
 0236     73      0    101010 1111                                            
 0237     7E      0    101010 1111                                            
 0238     7D      0    101010 1111                                            
 0239     7C      0    101010 1111                                            
 0240     7B      0    101010 1111                                            
 0241     7A      0    101010 1111                                            
 0242     79      0    101010 1111                                            
 0243     78      0    101010 1111                                            
 0244     77      0    101010 1111                                            
 0245     76      0    101010 1111                                            
 0246     75      0    101010 1111                                            
 0247     74      4    101010 1111                                            
 0248     73      4    101110 1111                                            
 0249     7E      B    101101 1111                                            
 0250     7D      B    101101 1111                                            
 0251     7C      B    101101 1111                                            
 0252     7B      F    101101 1111                                            
 0253     7A      F    101101 1111                                            
 0254     79      F    101101 1111                                            
 0255     78      F    101101 1111                                            
 0256     77      F    101101 1111                                            
 0257     76      F    101101 1111                                            
 0258     75      F    101101 1111                                            
 0259     74      F    101101 1111                                            
 0260     73      F    101101 1111                                            
 0261     7E      0    101001 1111                                            
 0262     7D      0    101001 1111                                            
 0263     7C      0    101001 1111                                            
 0264     7B      0    101001 1111                                            
 0265     7A      0    101001 1111                                            
 0266     79      0    101001 1111                                            
 0267     78      0    101001 1111                                            
 0268     77      0    101001 1111                                            
 0269     76      0    101001 1111                                            
 0270     75      0    101001 1111                                            
 0271     74      0    101001 1111                                            
 0272     73      0    101001 1111                                            
 0273     76      E    101010 1111                                            
 0274     76      5    101110 1111                                            
 0275     76      F    101110 1111                                            
 0276     76      0    101110 1111                                            
 0277     75      0    101110 1111                                            
 0278     74      1    101110 1111                                            
 0279     73      0    101110 1111                                            
 0280     79      3    101111 1111                                            
 0281     78      4    101111 1111                                            
 0282     7C      4    101101 1111                                            
 0283     7B      F    101101 1111                                            
 0284     7A      F    101101 1111                                            
 0285     79      F    101101 1111                                            
 0286     78      F    101101 1111                                            
 0287     77      F    101101 1111                                            
 0288     76      3    101101 1111                                            
 0289     75      2    101101 1111                                            
 0290     74      0    101101 1111                                            
 0291     73      0    101101 1111                                            
 0292     7C      0    101101 1111                                            
 0293     7B      0    101101 1111                                            
 0294     7A      0    101101 1111                                            
 0295     79      0    101001 1111                                            
 0296     78      0    101001 1111                                            
 0297     77      0    101001 1111                                            
 0298     76      0    101001 1111                                            
 0299     75      4    101001 1111                                            
 0300     74      4    101001 1111                                            
 0301     73      4    101001 1111                                            
 0302     77      F    101011 1111                                            
 0303     76      F    101011 1111                                            
 0304     7E      9    101110 1111                                            
 0305     7D      B    101010 1111                                            
 0306     7C      B    101010 1111                                            
 0307     7B      F    101010 1111                                            
 0308     7A      F    101010 1111                                            
 0309     79      F    101010 1111                                            
 0310     78      F    101010 1111                                            
 0311     77      F    101010 1111                                            
 0312     76      3    101010 1111                                            
 0313     75      2    101010 1111                                            
 0314     74      0    101010 1111                                            
 0315     73      0    101010 1111                                            
 0316     7E      0    101010 1111                                            
 0317     7D      0    101010 1111                                            
 0318     7C      0    101010 1111                                            
 0319     7B      0    101010 1111                                            
 0320     7A      0    101110 1111                                            
 0321     79      0    101110 1111                                            
 0322     78      0    101110 1111                                            
 0323     77      0    101110 1111                                            
 0324     76      0    101110 1111                                            
 0325     75      4    101110 1111                                            
 0326     74      4    101110 1111                                            
 0327     73      4    101110 1111                                            
 0328     7E      B    101101 1111                                            
 0329     7D      B    101101 1111                                            
 0330     7C      B    101101 1111                                            
 0331     7B      F    101101 1111                                            
 0332     7A      F    101101 1111                                            
 0333     79      F    101101 1111                                            
 0334     78      F    101101 1111                                            
 0335     77      F    101101 1111                                            
 0336     76      F    101001 1111                                            
 0337     75      F    101001 1111                                            
 0338     74      F    101001 1111                                            
 0339     73      F    101001 1111                                            
 0340     7E      0    101001 1111                                            
 0341     7D      0    101001 1111                                            
 0342     7C      0    101001 1111                                            
 0343     7B      0    101001 1111                                            
 0344     7A      0    101001 1111                                            
 0345     79      0    101001 1111                                            
 0346     78      0    101001 1111                                            
 0347     77      0    101001 1111                                            
 0348     76      0    101001 1111                                            
 0349     75      0    101001 1111                                            
 0350     74      0    101001 1111                                            
 0351     73      0    101101 1111                                            
 0352     77      E    101110 1111                                            
 0353     77      5    101110 1111                                            
 0354     77      F    101010 1111                                            
 0355     77      0    101110 1111                                            
 0356     75      0    101110 1111                                            
 0357     74      0    101110 1111                                            
 0358     73      0    101110 1111                                            
 0359     77      4    101111 1111                                            
 0360     76      4    101011 1111                                            
 0361     7C      4    101101 1111                                            
 0362     7B      F    101101 1111                                            
 0363     7A      F    101101 1111                                            
 0364     79      F    101101 1111                                            
 0365     78      F    101101 1111                                            
 0366     77      4    101101 1111                                            
 0367     76      0    101101 1111                                            
 0368     75      2    101101 1111                                            
 0369     74      0    101001 1111                                            
 0370     73      0    101001 1111                                            
 0371     7C      0    101001 1111                                            
 0372     7B      0    101001 1111                                            
 0373     7A      0    101001 1111                                            
 0374     79      0    101001 1111                                            
 0375     78      0    101001 1111                                            
 0376     77      0    101001 1111                                            
 0377     76      4    101001 1111                                            
 0378     75      4    101001 1111                                            
 0379     74      4    101001 1111                                            
 0380     73      4    101001 1111                                            
 0381     75      F    101011 1111                                            
 0382     74      F    101011 1111                                            
 0383     7E      3    101010 1111                                            
 0384     7D      B    101010 1111                                            
 0385     7C      B    101010 1111                                            
 0386     7B      F    101010 1111                                            
 0387     7A      F    101010 1111                                            
 0388     79      F    101010 1111                                            
 0389     78      F    101010 1111                                            
 0390     77      4    101010 1111                                            
 0391     76      0    101010 1111                                            
 0392     75      2    101010 1111                                            
 0393     74      0    101010 1111                                            
 0394     73      0    101010 1111                                            
 0395     7E      0    101110 1111                                            
 0396     7D      0    101110 1111                                            
 0397     7C      0    101110 1111                                            
 0398     7B      0    101110 1111                                            
 0399     7A      0    101110 1111                                            
 0400     79      0    101110 1111                                            
 0401     78      0    101110 1111                                            
 0402     77      0    101110 1111                                            
 0403     76      4    101110 1111                                            
 0404     75      4    101110 1111                                            
 0405     74      4    101110 1111                                            
 0406     73      4    101110 1111                                            
 0407     7E      B    101001 1111                                            
 0408     7D      B    101001 1111                                            
 0409     7C      B    101001 1111                                            
 0410     7B      F    101001 1111                                            
 0411     7A      F    101001 1111                                            
 0412     79      F    101001 1111                                            
 0413     78      F    101001 1111                                            
 0414     77      F    101001 1111                                            
 0415     76      F    101001 1111                                            
 0416     75      F    101001 1111                                            
 0417     74      F    101001 1111                                            
 0418     73      F    101001 1111                                            
 0419     7E      0    101101 1111                                            
 0420     7D      0    101101 1111                                            
 0421     7C      0    101101 1111                                            
 0422     7B      0    101101 1111                                            
 0423     7A      0    101101 1111                                            
 0424     79      0    101101 1111                                            
 0425     78      0    101101 1111                                            
 0426     77      0    101101 1111                                            
 0427     76      0    101101 1111                                            
 0428     75      0    101101 1111                                            
 0429     74      0    101101 1111                                            
 0430     73      0    101101 1111                                            
 0431     78      E    101110 1111                                            
 0432     78      5    101110 1111                                            
 0433     78      F    101010 1111                                            
 0434     78      0    101010 1111                                            
 0435     75      0    101110 1111                                            
 0436     74      0    101110 1111                                            
 0437     73      0    101110 1111                                            
 0438     75      5    101111 1111                                            
 0439     74      4    101111 1111                                            
 0440     7C      4    101101 1111                                            
 0441     7B      F    101101 1111                                            
 0442     7A      F    101101 1111                                            
 0443     79      F    101101 1111                                            
 0444     78      5    101101 1111                                            
 0445     77      4    101101 1111                                            
 0446     76      0    101101 1111                                            
 0447     75      2    101101 1111                                            
 0448     74      0    101101 1111                                            
 0449     73      0    101101 1111                                            
 0450     7C      0    101101 1111                                            
 0451     7B      0    101101 1111                                            
 0452     7A      0    101101 1111                                            
 0453     79      0    101101 1111                                            
 0454     78      0    101101 1111                                            
 0455     77      4    101101 1111                                            
 0456     76      4    101101 1111                                            
 0457     75      4    101101 1111                                            
 0458     74      4    101101 1111                                            
 0459     73      4    101101 1111                                            
 0460     73      F    101111 1111                                            
 0461     72      F    101011 1111                                            
 0462     7E      3    101110 1111                                            
 0463     7D      B    101110 1111                                            
 0464     7C      B    101110 1111                                            
 0465     7B      F    101110 1111                                            
 0466     7A      F    101110 1111                                            
 0467     79      F    101110 1111                                            
 0468     78      5    101110 1111                                            
 0469     77      4    101110 1111                                            
 0470     76      0    101110 1111                                            
 0471     75      2    101010 1111                                            
 0472     74      0    101010 1111                                            
 0473     73      0    101010 1111                                            
 0474     7E      0    101010 1111                                            
 0475     7D      0    101010 1111                                            
 0476     7C      0    101010 1111                                            
 0477     7B      0    101010 1111                                            
 0478     7A      0    101010 1111                                            
 0479     79      0    101010 1111                                            
 0480     78      0    101010 1111                                            
 0481     77      4    101010 1111                                            
 0482     76      4    101010 1111                                            
 0483     75      4    101010 1111                                            
 0484     74      4    101010 1111                                            
 0485     73      4    101010 1111                                            
 0486     7E      B    101101 1111                                            
 0487     7D      B    101101 1111                                            
 0488     7C      B    101101 1111                                            
 0489     7B      F    101101 1111                                            
 0490     7A      F    101101 1111                                            
 0491     79      F    101101 1111                                            
 0492     78      F    101101 1111                                            
 0493     77      F    101101 1111                                            
 0494     76      F    101101 1111                                            
 0495     75      F    101101 1111                                            
 0496     74      F    101101 1111                                            
 0497     73      F    101101 1111                                            
 0498     7E      0    101001 1111                                            
 0499     7D      0    101001 1111                                            
 0500     7C      0    101001 1111                                            
 0501     7B      0    101001 1111                                            
 0502     7A      0    101001 1111                                            
 0503     79      0    101001 1111                                            
 0504     78      0    101001 1111                                            
 0505     77      0    101001 1111                                            
 0506     76      0    101001 1111                                            
 0507     75      0    101001 1111                                            
 0508     74      0    101001 1111                                            
 0509     73      0    101001 1111                                            
 0510     79      E    101010 1111                                            
 0511     79      D    101110 1111                                            
 0512     75      0    101110 1111                                            
 0513     74      0    101110 1111                                            
 0514     73      0    101110 1111                                            
 0515     73      6    101111 1111                                            
 0516     72      4    101111 1111                                            
 0517     7C      4    101101 1111                                            
 0518     7B      F    101101 1111                                            
 0519     7A      F    101101 1111                                            
 0520     79      6    101101 1111                                            
 0521     78      4    101101 1111                                            
 0522     77      4    101101 1111                                            
 0523     76      0    101101 1111                                            
 0524     75      2    101101 1111                                            
 0525     74      0    101101 1111                                            
 0526     73      0    101101 1111                                            
 0527     7C      0    101001 1111                                            
 0528     7B      0    101001 1111                                            
 0529     7A      0    101001 1111                                            
 0530     79      0    101001 1111                                            
 0531     78      4    101001 1111                                            
 0532     77      4    101001 1111                                            
 0533     76      4    101001 1111                                            
 0534     75      4    101001 1111                                            
 0535     74      4    101001 1111                                            
 0536     73      4    101001 1111                                            
 0537     71      F    101011 1111                                            
 0538     70      F    101011 1111                                            
 0539     7E      3    101010 1111                                            
 0540     7D      B    101010 1111                                            
 0541     7C      B    101010 1111                                            
 0542     7B      F    101010 1111                                            
 0543     7A      F    101010 1111                                            
 0544     79      6    101010 1111                                            
 0545     78      4    101010 1111                                            
 0546     77      4    101010 1111                                            
 0547     76      0    101010 1111                                            
 0548     75      2    101010 1111                                            
 0549     74      0    101010 1111                                            
 0550     73      0    101010 1111                                            
 0551     7E      0    101110 1111                                            
 0552     7D      0    101110 1111                                            
 0553     7C      0    101110 1111                                            
 0554     7B      0    101110 1111                                            
 0555     7A      0    101110 1111                                            
 0556     79      0    101110 1111                                            
 0557     78      4    101110 1111                                            
 0558     77      4    101110 1111                                            
 0559     76      4    101110 1111                                            
 0560     75      4    101110 1111                                            
 0561     74      4    101110 1111                                            
 0562     73      4    101110 1111                                            
 0563     7E      B    101001 1111                                            
 0564     7D      B    101001 1111                                            
 0565     7C      B    101001 1111                                            
 0566     7B      F    101001 1111                                            
 0567     7A      F    101001 1111                                            
 0568     79      F    101001 1111                                            
 0569     78      F    101001 1111                                            
 0570     77      F    101001 1111                                            
 0571     76      F    101001 1111                                            
 0572     75      F    101001 1111                                            
 0573     74      F    101001 1111                                            
 0574     73      F    101001 1111                                            
 0575     7E      0    101001 1111                                            
 0576     7D      0    101001 1111                                            
 0577     7C      0    101001 1111                                            
 0578     7B      0    101101 1111                                            
 0579     7A      0    101101 1111                                            
 0580     79      0    101101 1111                                            
 0581     78      0    101101 1111                                            
 0582     77      0    101101 1111                                            
 0583     76      0    101101 1111                                            
 0584     75      0    101101 1111                                            
 0585     74      0    101101 1111                                            
 0586     73      0    101101 1111                                            
 0587     7A      E    101110 1111                                            
 0588     7A      5    101110 1111                                            
 0589     7A      F    101110 1111                                            
 0590     7A      0    101110 1111                                            
 0591     75      0    101110 1111                                            
 0592     74      1    101110 1111                                            
 0593     73      0    101110 1111                                            
 0594     71      7    101111 1111                                            
 0595     70      4    101011 1111                                            
 0596     7C      4    101101 1111                                            
 0597     7B      F    101101 1111                                            
 0598     7A      7    101101 1111                                            
 0599     79      6    101101 1111                                            
 0600     78      4    101101 1111                                            
 0601     77      4    101101 1111                                            
 0602     76      0    101001 1111                                            
 0603     75      2    101001 1111                                            
 0604     74      0    101001 1111                                            
 0605     73      0    101001 1111                                            
 0606     7C      0    101001 1111                                            
 0607     7B      0    101001 1111                                            
 0608     7A      0    101001 1111                                            
 0609     79      4    101001 1111                                            
 0610     78      4    101001 1111                                            
 0611     77      4    101001 1111                                            
 0612     76      4    101001 1111                                            
 0613     75      4    101001 1111                                            
 0614     74      4    101001 1111                                            
 0615     73      4    101001 1111                                            
 0616     6F      F    101011 1111                                            
 0617     6E      F    101011 1111                                            
 0618     7E      3    101010 1111                                            
 0619     7D      B    101010 1111                                            
 0620     7C      B    101010 1111                                            
 0621     7B      F    101010 1111                                            
 0622     7A      7    101010 1111                                            
 0623     79      6    101010 1111                                            
 0624     78      4    101010 1111                                            
 0625     77      4    101010 1111                                            
 0626     76      0    101010 1111                                            
 0627     75      2    101010 1111                                            
 0628     74      0    101010 1111                                            
 0629     73      0    101010 1111                                            
 0630     7E      0    101110 1111                                            
 0631     7D      0    101110 1111                                            
 0632     7C      0    101110 1111                                            
 0633     7B      0    101110 1111                                            
 0634     7A      0    101110 1111                                            
 0635     79      4    101110 1111                                            
 0636     78      4    101110 1111                                            
 0637     77      4    101110 1111                                            
 0638     76      4    101110 1111                                            
 0639     75      4    101110 1111                                            
 0640     74      4    101110 1111                                            
 0641     73      4    101110 1111                                            
 0642     7E      B    101001 1111                                            
 0643     7D      B    101001 1111                                            
 0644     7C      B    101001 1111                                            
 0645     7B      F    101001 1111                                            
 0646     7A      F    101001 1111                                            
 0647     79      F    101001 1111                                            
 0648     78      F    101001 1111                                            
 0649     77      F    101001 1111                                            
 0650     76      F    101001 1111                                            
 0651     75      F    101001 1111                                            
 0652     74      F    101001 1111                                            
 0653     73      F    101001 1111                                            
 0654     7E      0    101101 1111                                            
 0655     7D      0    101101 1111                                            
 0656     7C      0    101101 1111                                            
 0657     7B      0    101101 1111                                            
 0658     7A      0    101101 1111                                            
 0659     79      0    101101 1111                                            
 0660     78      0    101101 1111                                            
 0661     77      0    101101 1111                                            
 0662     76      0    101101 1111                                            
 0663     75      0    101101 1111                                            
 0664     74      0    101101 1111                                            
 0665     73      0    101101 1111                                            
 0666     7B      E    101110 1111                                            
 0667     7B      5    101110 1111                                            
 0668     7B      F    101010 1111                                            
 0669     7B      0    101010 1111                                            
 0670     75      0    101010 1111                                            
 0671     74      1    101010 1111                                            
 0672     73      0    101010 1111                                            
 0673     6F      8    101011 1111                                            
 0674     6E      4    101011 1111                                            
 0675     7C      4    101001 1111                                            
 0676     7B      8    101001 1111                                            
 0677     7A      0    101001 1111                                            
 0678     79      6    101001 1111                                            
 0679     78      4    101001 1111                                            
 0680     77      4    101001 1111                                            
 0681     76      0    101001 1111                                            
 0682     75      2    101001 1111                                            
 0683     74      0    101001 1111                                            
 0684     73      0    101001 1111                                            
 0685     7C      0    101001 1111                                            
 0686     7B      0    101001 1111                                            
 0687     7A      4    101001 1111                                            
 0688     79      4    101001 1111                                            
 0689     78      4    101001 1111                                            
 0690     77      4    101001 1111                                            
 0691     76      4    101001 1111                                            
 0692     75      4    101001 1111                                            
 0693     74      4    101001 1111                                            
 0694     73      4    101001 1111                                            
 0695     6D      F    101011 1111                                            
 0696     6C      F    101111 1111                                            
 0697     7E      3    101010 1111                                            
 0698     7D      B    101010 1111                                            
 0699     7C      B    101010 1111                                            
 0700     7B      8    101010 1111                                            
 0701     7A      0    101010 1111                                            
 0702     79      6    101010 1111                                            
 0703     78      4    101010 1111                                            
 0704     77      4    101010 1111                                            
 0705     76      0    101110 1111                                            
 0706     75      2    101110 1111                                            
 0707     74      0    101110 1111                                            
 0708     73      0    101110 1111                                            
 0709     7E      0    101110 1111                                            
 0710     7D      0    101110 1111                                            
 0711     7C      0    101110 1111                                            
 0712     7B      0    101110 1111                                            
 0713     7A      4    101110 1111                                            
 0714     79      4    101110 1111                                            
 0715     78      4    101110 1111                                            
 0716     77      4    101110 1111                                            
 0717     76      4    101110 1111                                            
 0718     75      4    101110 1111                                            
 0719     74      4    101110 1111                                            
 0720     73      4    101010 1111                                            
 0721     7E      B    101001 1111                                            
 0722     7D      B    101001 1111                                            
 0723     7C      B    101001 1111                                            
 0724     7B      F    101001 1111                                            
 0725     7A      F    101001 1111                                            
 0726     79      F    101001 1111                                            
 0727     78      F    101001 1111                                            
 0728     77      F    101001 1111                                            
 0729     76      F    101001 1111                                            
 0730     75      F    101001 1111                                            
 0731     74      F    101001 1111                                            
 0732     73      F    101001 1111                                            
 0733     7E      0    101101 1111                                            
 0734     7D      0    101101 1111                                            
 0735     7C      0    101101 1111                                            
 0736     7B      0    101101 1111                                            
 0737     7A      0    101101 1111                                            
 0738     79      0    101101 1111                                            
 0739     78      0    101101 1111                                            
 0740     77      0    101101 1111                                            
 0741     76      0    101101 1111                                            
 0742     75      0    101101 1111                                            
 0743     74      0    101101 1111                                            
 0744     73      0    101101 1111                                            
 0745     7C      E    101110 1111                                            
 0746     7C      5    101010 1111                                            
 0747     75      4    101010 1111                                            
 0748     74      4    101010 1111                                            
 0749     73      0    101010 1111                                            
 0750     6D      9    101011 1111                                            
 0751     6C      4    101011 1111                                            
 0752     7C      0    101001 1111                                            
 0753     7B      8    101001 1111                                            
 0754     7A      0    101001 1111                                            
 0755     79      6    101001 1111                                            
 0756     78      4    101001 1111                                            
 0757     77      4    101001 1111                                            
 0758     76      0    101001 1111                                            
 0759     75      2    101001 1111                                            
 0760     74      0    101001 1111                                            
 0761     73      0    101001 1111                                            
 0762     7C      4    101001 1111                                            
 0763     7B      4    101001 1111                                            
 0764     7A      4    101001 1111                                            
 0765     79      4    101001 1111                                            
 0766     78      4    101001 1111                                            
 0767     77      4    101001 1111                                            
 0768     76      4    101001 1111                                            
 0769     75      4    101001 1111                                            
 0770     74      4    101001 1111                                            
 0771     73      4    101001 1111                                            
 0772     6B      F    101011 1111                                            
 0773     6A      F    101111 1111                                            
 0774     7E      9    101110 1111                                            
 0775     7D      B    101110 1111                                            
 0776     7C      9    101110 1111                                            
 0777     7B      8    101110 1111                                            
 0778     7A      0    101110 1111                                            
 0779     79      6    101110 1111                                            
 0780     78      4    101110 1111                                            
 0781     77      4    101110 1111                                            
 0782     76      0    101110 1111                                            
 0783     75      2    101110 1111                                            
 0784     74      0    101010 1111                                            
 0785     73      0    101010 1111                                            
 0786     7E      0    101010 1111                                            
 0787     7D      0    101010 1111                                            
 0788     7C      0    101010 1111                                            
 0789     7B      4    101010 1111                                            
 0790     7A      4    101010 1111                                            
 0791     79      4    101010 1111                                            
 0792     78      4    101010 1111                                            
 0793     77      4    101010 1111                                            
 0794     76      4    101010 1111                                            
 0795     75      4    101010 1111                                            
 0796     74      4    101010 1111                                            
 0797     73      4    101010 1111                                            
 0798     7E      B    101001 1111                                            
 0799     7D      B    101001 1111                                            
 0800     7C      B    101001 1111                                            
